latent_dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,accuracy (individual),learning_rate,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,correlations_dis_train
11,,0.9933262467384338,-0.05003381371498108,0.989445972442627,,,1.0,0.0004105767688235721,0.01511682433051032,1.0,0.001,1.0,0.0001,0.00044101204194531247,0.005077915917452727,0.007927151950629981,1.2382264137268066
12,,0.9929689764976501,-0.01593356132507324,0.9908230781555176,,,1.0,0.0007608490215765463,0.016187348236908785,1.0,0.001,1.0,0.0001,0.0006009772981554773,0.014402871108236345,0.009959841902191574,1.2389625310897827
13,,0.9958773851394653,-0.023217763006687164,0.9931952476501464,,,1.0,0.0009549182009052586,0.02484460005889068,1.0,0.001,1.0,0.0001,0.0003526685541146435,0.001392127833536801,0.007485062689394565,1.242698073387146
14,,0.9969860315322876,-0.02656976580619812,0.9956929206848144,,,1.0,0.0005471335875021445,0.017896541389259134,1.0,0.001,1.0,0.0001,0.000192639535344898,0.003908553146568404,0.00376599543803447,1.243498682975769
15,,0.9921208024024963,-0.02133951783180237,0.9698612213134765,,,1.0,0.0007216981939367346,0.015195042378193623,1.0,0.001,1.0,0.0001,0.00048192957438987906,0.001544371251224515,0.01319502737071063,1.2351559400558472
16,,0.9960857629776001,-0.028437286615371704,0.9937970161437988,,,1.0,0.000925267709268106,0.023997951198268582,1.0,0.001,1.0,0.0001,0.00019975606807526452,0.0004913318320964085,0.00574293893736762,1.2421280145645142
1,,0.7448040246963501,0.027609241008758546,0.6731315135955811,,,0.11081081081081082,0.118820705929318,0.11919879397830448,0.43198198198198196,0.001,1.0,0.0001,2.6061864446949317,0.14996348837440884,0.29693184430534775,0.7039725184440613
2,,0.7986971139907837,0.023718874156475066,0.7463407039642334,,,1.0,0.0033013079617474532,0.041622076807795345,1.0,0.001,1.0,0.0001,0.019609464105923433,0.003122220640196591,0.23989636833603317,0.996212899684906
3,,0.9834372997283936,0.006562539935111999,0.9643284797668457,,,1.0,0.0017206514203870619,0.03143347147348765,1.0,0.001,1.0,0.0001,0.0005802127884266696,0.001838604612842303,0.029663801998705476,1.2032005786895752
4,,0.9896907210350037,-0.008529207855463027,0.9802313804626465,,,1.0,0.0011678463703877217,0.021199757344013935,1.0,0.001,1.0,0.0001,0.0010266310993166691,0.0012883430156491798,0.019985866707724495,1.2306631803512573
5,,0.9873511791229248,-0.01876380294561386,0.979553508758545,,,1.0,0.0007042527198791504,0.01988246505324905,1.0,0.001,1.0,0.0001,0.0006580860125895187,0.0022247572212379324,0.01714500301593059,1.2283241748809814
6,,0.991977870464325,-0.030061507225036622,0.9886449813842774,,,1.0,0.0006025352993526974,0.017872547458957982,1.0,0.001,1.0,0.0001,0.0002353635743044858,0.0008060236892511917,0.009430318265347867,1.2352863550186157
7,,0.990946888923645,-0.01600721925497055,0.9847739219665528,,,1.0,0.0009636965152379629,0.025399806048419026,1.0,0.001,1.0,0.0001,0.00026878467709851776,0.0009636965098891508,0.00900940556783934,1.2333768606185913
8,,0.9935667514801025,-0.0098922036588192,0.9899657249450684,,,1.0,0.0005665491561631899,0.01657157330899625,1.0,0.001,1.0,0.0001,0.00023769756080582738,0.0013256867375300342,0.00911859080598161,1.237303376197815
9,,0.9940275549888611,-0.03859143555164337,0.9896030426025391,,,1.0,0.0004525089988837371,0.014654515240643476,1.0,0.001,1.0,0.0001,0.0003751333487515866,0.0007369289854289713,0.008555737701622216,1.2381430864334106
10,,0.9947119355201721,-0.026772168278694154,0.9927738189697266,,,1.0,0.0002999214707194148,0.01336875090727935,1.0,0.001,1.0,0.0001,0.0002974297898912777,0.004697228766147148,0.005084223038441426,1.2418553829193115
11,,0.9972478151321411,-0.021180540323257446,0.9938283920288086,,,1.0,0.001453405457573968,0.03269032401007575,1.0,0.001,1.0,0.0001,0.00018050845559431568,0.005427046985730428,0.004289960539018786,1.2428531646728516
12,,0.9942362904548645,-0.029455286264419556,0.9919907569885253,,,1.0,0.0008314829420399022,0.021027732539821316,1.0,0.001,1.0,0.0001,0.00036135588487849345,0.009555893983201098,0.007819307816995157,1.2408814430236816
13,,0.995927095413208,-0.012329083681106568,0.9934559822082519,,,1.0,0.0005484145235370945,0.018089844729449297,1.0,0.001,1.0,0.0001,0.00038757594656262144,0.003166663635843056,0.005289055205680229,1.240907073020935
14,,0.9918571710586548,-0.03663298785686493,0.9906403541564941,,,1.0,0.0003691069177679113,0.014166746912775812,1.0,0.001,1.0,0.0001,0.00032249117361356477,0.018737609712155285,0.009491503238677979,1.2391854524612427
15,,0.9945132732391357,-0.007028775662183762,0.9856578826904296,,,1.0,0.0015790813678019755,0.03222830488875106,1.0,0.001,1.0,0.0001,0.0017724183806520257,0.014575887509193775,0.01634582071690946,1.2345701456069946
16,,0.9946901798248291,-0.052295243740081786,0.9811459541320801,,,1.0,0.00039102265963683255,0.014702468305020719,1.0,0.001,1.0,0.0001,0.00038748049996069605,0.001064377006244015,0.010965480192287548,1.2357033491134644
1,,0.8641666173934937,0.0038954485207796097,0.7906282901763916,,,0.07027027027027027,0.055613481676256335,0.14361864038415859,0.3738738738738739,0.001,1.0,0.0001,2.9117180978929675,0.07207802899584577,0.2214195075872782,1.0212054252624512
2,,0.7539471983909607,-0.08572380542755127,0.6848732471466065,,,1.0,0.006762079290441565,0.05958256077122044,1.0,0.001,1.0,0.0001,0.07542887002833791,0.01673345114230304,0.36045192625071554,0.8959372639656067
3,,0.9867876172065735,0.0017359681427478791,0.9762787818908691,,,1.0,0.0009340893577884983,0.023251347928433804,1.0,0.001,1.0,0.0001,0.0006865994533605723,0.001761517405660974,0.030973304767866392,1.2130323648452759
4,,0.9947208762168884,-0.005816365778446198,0.9840288162231445,,,1.0,0.0004972412376790434,0.015728481395824535,1.0,0.001,1.0,0.0001,0.002257484560391891,0.0039942763852761,0.019243653561617877,1.218042254447937
5,,0.9889548420906067,-0.026618295907974245,0.9832941055297851,,,1.0,0.0012001783461184116,0.021885356387576542,1.0,0.001,1.0,0.0001,0.0004003293249076484,0.04538438544684165,0.01462347765226622,1.2309825420379639
6,,0.9947420954704285,-0.044283369183540346,0.9902878761291504,,,1.0,0.0005815012229455484,0.01720827850135597,1.0,0.001,1.0,0.0001,0.0002798787119556093,0.0005299797123518294,0.011654989944921958,1.2394250631332397
7,,0.9930553436279297,-0.030239060521125793,0.9879336357116699,,,1.0,0.0006967584829072694,0.018933845210719752,1.0,0.001,1.0,0.0001,0.0004252209994750022,0.00036667593647851735,0.0099011023302336,1.2341079711914062
8,,0.9893293976783752,-0.04380255043506622,0.9860723495483399,,,1.0,0.0006935391877148602,0.01894054670591612,1.0,0.001,1.0,0.0001,0.00048973394626267,0.002269185336961134,0.014632468288009232,1.233024001121521
9,,0.9867936372756958,-0.024820989370346068,0.9816604614257812,,,1.0,0.0005725038212698859,0.018394209887530353,1.0,0.001,1.0,0.0001,0.0005655263812514022,0.0029183401052865223,0.012934323903676626,1.230454921722412
10,,0.9926369190216064,-0.022097261250019075,0.9896016120910645,,,1.0,0.0006083181580981693,0.01809440045743375,1.0,0.001,1.0,0.0001,0.0003501217363156831,0.000503584960431515,0.01152045581791852,1.2391762733459473
11,,0.9906194806098938,-0.03506106734275818,0.9893696784973145,,,1.0,0.0005133684422518756,0.016142069326864707,1.0,0.001,1.0,0.0001,0.00017261758507260852,0.0005011840035581987,0.009383691323770059,1.237804651260376
12,,0.9945482015609741,-0.014567278325557709,0.9907002449035645,,,1.0,0.00044931741179646674,0.015897116789946684,1.0,0.001,1.0,0.0001,0.00046885583759757464,0.014891420601162355,0.007627764263668576,1.2390600442886353
13,,0.9928957223892212,-0.021418458223342894,0.9909648895263672,,,1.0,0.0004158031296085667,0.015560583166173987,1.0,0.001,1.0,0.0001,0.00026645014814503893,0.00041580314644159297,0.00703088496182416,1.2392628192901611
14,,0.9925575256347656,-0.0033547822386026382,0.9678570747375488,,,1.0,0.0004902753072815973,0.015357819119015256,1.0,0.001,1.0,0.0001,0.0012775901728624326,0.002438478033385567,0.01674178645417497,1.2238636016845703
15,,0.9962990283966064,-0.01397593468427658,0.9945568084716797,,,1.0,0.0009748260717134218,0.015476342794057485,1.0,0.001,1.0,0.0001,0.0002727915078237955,0.0008793120859253749,0.005474524723516928,1.243145227432251
16,,0.995909571647644,-0.020311699807643892,0.9736466407775879,,,1.0,0.001126951623607326,0.02853145083865604,1.0,0.001,1.0,0.0001,0.009298784582800156,0.018384323442807875,0.04149963404681232,1.1369800567626953
1,,0.6192434430122375,0.021449485421180726,0.6061401844024659,,,0.10945945945945947,0.0927349193676098,0.21240232313001478,0.40968468468468466,0.001,1.0,0.0001,2.8733903395163045,0.21444920621610977,0.40192715783376953,0.804847002029419
2,,0.8537643551826477,0.0032725051045417787,0.7698177814483642,,,1.0,0.006655593820520349,0.055541126148120776,1.0,0.001,1.0,0.0001,0.0070942086671051145,0.034684597174762875,0.22034213188532237,0.9527992606163025
3,,0.9867821931838989,-0.01207805722951889,0.9832152366638184,,,1.0,0.0010716235315477525,0.019596855060474292,1.0,0.001,1.0,0.0001,0.0006652319795181471,0.000662243551011449,0.016780613241968927,1.2268122434616089
4,,0.9893394708633423,-0.013951705396175384,0.9839215278625488,,,1.0,0.0007579488528741372,0.020281473365989892,1.0,0.001,1.0,0.0001,0.00038723065891473025,0.002066891437484505,0.016882921392853197,1.228238582611084
5,,0.9953468441963196,-0.007298329472541809,0.9927105903625488,,,1.0,0.001183256587466678,0.019517031231442012,1.0,0.001,1.0,0.0001,0.0003172254487376572,0.0019113885968722202,0.007644747560088699,1.2444126605987549
6,,0.9939860105514526,-0.024294447898864747,0.9879188537597656,,,1.0,0.0003960137431685989,0.014680773503071553,1.0,0.001,1.0,0.0001,0.0003338539762488516,0.0008499542340900547,0.010006890909091846,1.238462209701538
7,,0.9878274202346802,-0.019166155159473418,0.9855299949645996,,,1.0,0.000654422673019203,0.017545269631050728,1.0,0.001,1.0,0.0001,0.000391689375179782,0.017531274855640287,0.015094536381798822,1.2330447435379028
8,,0.9933739304542542,-0.0037524115294218065,0.9848919868469238,,,1.0,0.0013712902326841613,0.02699508924742003,1.0,0.001,1.0,0.0001,0.0008469468692153994,0.001033354747247555,0.009627125553182653,1.235550045967102
9,,0.9902197122573853,-0.004949746280908584,0.9844411849975586,,,1.0,0.0014140286961117307,0.023083439388790646,1.0,0.001,1.0,0.0001,0.0004788982790872782,0.0004979929878105837,0.013084132929106016,1.2363975048065186
10,,0.9884687066078186,-0.02630896270275116,0.9848147392272949,,,1.0,0.0005664858463648203,0.01681259773872994,1.0,0.001,1.0,0.0001,6.157338084401311,0.07559883151505445,0.03262542147894163,1.2314741611480713
11,,0.993800938129425,-0.018074901401996614,0.9902180671691895,,,1.0,0.000816683833663528,0.01986589302887788,1.0,0.001,1.0,0.0001,0.0003084357899874826,0.0005072252899628586,0.012256847845541465,1.239032506942749
12,,0.9932002425193787,-0.02905884087085724,0.9890336990356445,,,1.0,0.0006804127950926084,0.016984501400509396,1.0,0.001,1.0,0.0001,0.0004809198055866275,0.0006305287876072012,0.010472696375202489,1.2377732992172241
13,,0.9932389855384827,-0.02493363618850708,0.9919724464416504,,,1.0,0.00032763730835270235,0.013240513930449614,1.0,0.001,1.0,0.0001,0.0002138938237024106,0.0007378594923097439,0.008601164495622789,1.2417818307876587
14,,0.9877681732177734,-0.017176741361618043,0.9839491844177246,,,1.0,0.0007490175801354485,0.0196640530148068,1.0,0.001,1.0,0.0001,0.0005370210211195454,0.00967228614624489,0.013667599574939624,1.2325117588043213
15,,0.9927778244018555,-0.03291158378124237,0.990117073059082,,,1.0,0.0007226510627849682,0.01887058567356419,1.0,0.001,1.0,0.0001,0.00042273942617120574,0.0007877632579530237,0.01027689511711533,1.239431381225586
16,,0.996264636516571,-0.02656049430370331,0.9917923927307128,,,1.0,0.0006162282582875845,0.016421588691505225,1.0,0.001,1.0,0.0001,0.0003685704304607006,0.00116244241802928,0.007603504367776819,1.2415289878845215
1,,0.4482187330722809,0.028658396005630492,0.46439571380615235,,,0.21621621621621623,0.31812036875131966,0.4161846263988598,0.48536036036036034,0.001,1.0,0.0001,2.4277034256909347,0.6140165264542038,0.499572600061829,0.8395443558692932
2,,0.8363895416259766,-0.022999764978885652,0.7759050369262696,,,1.0,0.010893690263902819,0.07816708538983319,1.0,0.001,1.0,0.0001,0.027152940177836933,0.008530386088013247,0.19795326203913302,0.9011866450309753
3,,0.9843397736549377,-0.013102486729621887,0.9479781150817871,,,1.0,0.0028531390267449454,0.03352236876616607,1.0,0.001,1.0,0.0001,0.0015330902730253198,0.014852673394253125,0.070433557839007,1.1387063264846802
4,,0.9837337136268616,-0.0341156005859375,0.9763654708862305,,,1.0,0.0013658085384884396,0.027912214640024545,1.0,0.001,1.0,0.0001,0.0005529741331859416,0.0006674704676009463,0.029995909413775883,1.2267725467681885
5,,0.9902636408805847,-0.028712847828865053,0.9862507820129395,,,1.0,0.0006428998869818611,0.017396792849978884,1.0,0.001,1.0,0.0001,0.0007348452487054306,0.0012818124291575136,0.010415121510222152,1.2325800657272339
6,,0.9956852197647095,-0.009961818158626557,0.9896981239318847,,,1.0,0.0005686116782394616,0.0155095590127481,1.0,0.001,1.0,0.0001,0.00024536028109110164,0.004350388265290373,0.010623693466186523,1.238881230354309
7,,0.9888038635253906,-0.0365057498216629,0.9816844940185547,,,1.0,0.001762137219712541,0.03418396872443122,1.0,0.001,1.0,0.0001,0.0006642380258936837,0.005828154219843044,0.020907391567487974,1.2276690006256104
8,,0.9912393689155579,-0.025269803404808045,0.9758763313293457,,,1.0,0.00037643216751717234,0.01447605442356419,1.0,0.001,1.0,0.0001,0.007219945722435777,0.008435137041315838,0.051966879013422375,1.1614385843276978
9,,0.9955151677131653,-0.0012975889258086681,0.9909158706665039,,,1.0,0.0004968042309219773,0.01633782773404508,1.0,0.001,1.0,0.0001,0.0004106603367757556,0.0010132235840648867,0.006013437702849104,1.2386432886123657
10,,0.9963386058807373,-0.029971927404403687,0.9935087203979492,,,1.0,0.0002653140272643115,0.012209300737123232,1.0,0.001,1.0,0.0001,0.0001731551347876194,0.0007688878513117497,0.005469782932384594,1.241249680519104
11,,0.9949557185173035,-0.01819448173046112,0.9930461883544922,,,1.0,0.0004918942580351958,0.012919491690558357,1.0,0.001,1.0,0.0001,0.00012588650871121727,0.0005816225449372134,0.005758114763208338,1.2424770593643188
12,,0.9917179942131042,-0.023110222816467286,0.9886866569519043,,,1.0,0.0004534764869793041,0.014770915057208086,1.0,0.001,1.0,0.0001,0.00033139787941566994,0.0005429741046297037,0.009321635639345323,1.236785650253296
13,,0.9946619868278503,-0.022769850492477418,0.9883008003234863,,,1.0,0.0010693935123649804,0.026860275784054317,1.0,0.001,1.0,0.0001,0.0006353884063837295,0.04775163108432615,0.01360692607389914,1.2356332540512085
14,,0.9967861771583557,-0.0005562270060181617,0.9936625480651855,,,1.0,0.000941364185230152,0.024533843994140624,1.0,0.001,1.0,0.0001,0.00036327211017959525,0.011166546012375605,0.008799739786096522,1.2417786121368408
15,,0.9890530705451965,0.003946372121572494,0.9859704971313477,,,1.0,0.0013865412892522038,0.02640368229634053,1.0,0.001,1.0,0.0001,0.00040684341916317324,0.0019898255107093704,0.012062196796004837,1.2322361469268799
16,,0.9951038956642151,-0.014856451749801635,0.993015193939209,,,1.0,0.0002629009050291938,0.012324696618157464,1.0,0.001,1.0,0.0001,0.0002969823991234817,0.0029026677122503215,0.005540181656141539,1.2417683601379395
1,,0.7964014410972595,-0.01913672387599945,0.7700541019439697,,,0.22162162162162163,0.16792559237093538,0.27793867781355575,0.5292792792792793,0.001,1.0,0.0001,2.220318027444788,0.2805366783931449,0.3104567721083358,0.8966504335403442
2,,0.8094244003295898,0.008942656219005585,0.7587492942810059,,,1.0,0.002306066010449384,0.03718555038039749,1.0,0.001,1.0,0.0001,0.011716442749004912,0.0032482092407204815,0.24793626086131945,0.9529861807823181
3,,0.9700708985328674,-0.012837153673171998,0.9592089653015137,,,1.0,0.001220507557327683,0.025544130479967272,1.0,0.001,1.0,0.0001,0.0005473486807376675,0.009624011953034112,0.04706507518484786,1.199576497077942
4,,0.9889535903930664,-0.020494839549064635,0.9822880744934082,,,1.0,0.0005800887942314148,0.017955527434477935,1.0,0.001,1.0,0.0001,0.0005910158856627153,0.0024965125272944067,0.01818010533178175,1.228944182395935
5,,0.9952365159988403,-0.016395944356918334,0.9909233093261719,,,1.0,0.0006476885563618428,0.017201397870038007,1.0,0.001,1.0,0.0001,0.0003967798351171754,0.0019292853649932186,0.007856703287846333,1.2393332719802856
6,,0.9855116009712219,0.0009932520799338818,0.9722465515136719,,,1.0,0.001414200905207041,0.029738560238400023,1.0,0.001,1.0,0.0001,0.0032579408725723624,0.0377945271006005,0.030190988972380355,1.2007503509521484
7,,0.9934389591217041,-0.014488115906715393,0.9899426460266113,,,1.0,0.0005471658867758673,0.017468373839919633,1.0,0.001,1.0,0.0001,0.0002025878646826321,0.000547165929330387,0.0066297126782907025,1.23841392993927
8,,0.9924029111862183,-0.04050373435020447,0.9829259872436523,,,1.0,0.0003390271921415587,0.013225309268848316,1.0,0.001,1.0,0.0001,0.0006318723690865964,0.001551259817977159,0.014825217627190255,1.2334898710250854
9,,0.9899259805679321,-0.0009609042666852474,0.9874151229858399,,,1.0,0.0008728000763300303,0.022139461620433912,1.0,0.001,1.0,0.0001,0.00036105986332955043,0.0012501235052351713,0.010706084000097739,1.2340540885925293
10,,0.9924240112304688,-0.03057548701763153,0.9879961013793945,,,1.0,0.0005821061295432013,0.018143146102492874,1.0,0.001,1.0,0.0001,0.0010469467552202578,0.000994345182678788,0.009031511641837455,1.233896017074585
11,,0.9948762059211731,-0.035174795985221864,0.9922112464904785,,,1.0,0.0010380835146517368,0.024843030362515835,1.0,0.001,1.0,0.0001,0.00022726329257853354,0.000574318175298489,0.005983228619034226,1.2418206930160522
