latent_dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,accuracy (individual),learning_rate,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,correlations_dis_train
12,,0.9943214654922485,-0.017645110189914704,0.9863201141357422,,,1.0,0.0015308257695790884,0.02941966185698638,1.0,0.001,1.0,0.0001,0.0009725491887562581,0.004628425264240218,0.011908582738927892,1.2357532978057861
13,,0.9914904832839966,-0.019897520542144775,0.9870849609375,,,1.0,0.0006949539120132859,0.018555916966618718,1.0,0.001,1.0,0.0001,0.0006218788574286107,0.006923254292986884,0.012885694568221634,1.2362582683563232
14,,0.9919766187667847,-0.003951827064156532,0.9860610008239746,,,1.0,0.0008976109929986902,0.02153845993248192,1.0,0.001,1.0,0.0001,0.0005588095103834152,0.0009149028313962894,0.009397370589746011,1.2355612516403198
15,,0.9955090880393982,-0.019396552443504335,0.9921744346618653,,,1.0,0.0006269169820321572,0.01873840770205936,1.0,0.001,1.0,0.0001,0.00029654905075723355,0.0009713260216223127,0.010274110613642511,1.2420275211334229
16,,0.9973638653755188,-0.023442330956459045,0.9790539741516113,,,1.0,0.0014104894689611486,0.027721098307016735,1.0,0.001,1.0,0.0001,0.0010086569244457358,0.002237245020444027,0.0072839356757499075,1.2332006692886353
1,,0.7643043398857117,0.0011108309961855411,0.7147966861724854,,,0.15,0.19697451204866975,0.3135479901288007,0.4153153153153153,0.001,1.0,0.0001,2.9196757819201493,0.19194678801137047,0.2733784535446683,0.8964580297470093
2,,0.8510368466377258,-0.00646328330039978,0.7703167915344238,,,1.0,0.003495518581287281,0.044106395824535474,1.0,0.001,1.0,0.0001,0.010287755697562889,0.005159517476410681,0.19667759457150022,0.956482470035553
3,,0.979703962802887,-0.020632410049438478,0.968329906463623,,,1.0,0.0008883088021665006,0.021988214028848183,1.0,0.001,1.0,0.0001,0.3927078108127053,0.14843013248330839,0.08246817540478062,1.197693943977356
4,,0.9933795928955078,-0.017787644267082216,0.9732348442077636,,,1.0,0.0007564700938559868,0.018193909928605364,1.0,0.001,1.0,0.0001,0.0008807570380127259,0.0025616544220168646,0.02376686721234708,1.2211354970932007
5,,0.9901544451713562,-0.030018749833106994,0.9850938796997071,,,1.0,0.0012452244758605958,0.022179327784357845,1.0,0.001,1.0,0.0001,0.000521936928585952,0.0006297343733840043,0.013913055529465547,1.2349982261657715
6,,0.9952337741851807,-0.02314814180135727,0.9906968116760254,,,1.0,0.0012375475587071598,0.024992648975269215,1.0,0.001,1.0,0.0001,0.0002310690478888982,0.0006767933585718778,0.009562536671354965,1.2385730743408203
7,,0.9885265231132507,-0.010710746794939042,0.9794160842895507,,,1.0,0.0006848265995850434,0.019408321380615233,1.0,0.001,1.0,0.0001,0.17875302207933083,0.08605863828514074,0.07334634903314952,1.2056407928466797
8,,0.992968738079071,-0.02525387704372406,0.9863264083862304,,,1.0,0.000725401656047718,0.02085997993881638,1.0,0.001,1.0,0.0001,0.0006587665399844834,0.0025974977415407427,0.014635842394184423,1.2350118160247803
9,,0.9927733540534973,-0.04345408380031586,0.988337230682373,,,1.0,0.0007841628145527196,0.022534965824436495,1.0,0.001,1.0,0.0001,0.00045694058290619805,0.012718647101742996,0.011996510061057838,1.2359164953231812
10,,0.9922526478767395,-0.04480721950531006,0.9898228645324707,,,1.0,0.0006873279809951783,0.02134047714439598,1.0,0.001,1.0,0.0001,0.00028434934840235556,0.0009299385816809041,0.00994616505262014,1.2363561391830444
11,,0.9901502132415771,-0.023364758491516112,0.9842812538146972,,,1.0,0.0004270568490028381,0.01591326481587178,1.0,0.001,1.0,0.0001,0.000416613495011965,0.0018828897202085402,0.012154288388587333,1.2333226203918457
12,,0.9952207207679749,-0.01562880426645279,0.9866781234741211,,,1.0,0.0008664541147850656,0.023369758193557327,1.0,0.001,1.0,0.0001,0.000734835589773374,0.0013699073712593196,0.013308149737280768,1.234707236289978
13,,0.9930457472801208,-0.042541077733039855,0.9896629333496094,,,1.0,0.0007094545944316967,0.01562977868157464,1.0,0.001,1.0,0.0001,0.0006017245861978547,0.0014002053594103436,0.010537100804818643,1.2369976043701172
14,,0.9943403005599976,-0.019185808300971986,0.9877946853637696,,,1.0,0.0007719332301938856,0.02129130492339263,1.0,0.001,1.0,0.0001,0.0010552906778930511,0.002570279345319078,0.014485379328598847,1.2354376316070557
15,,0.9960610270500183,-0.012050031125545502,0.9700695991516113,,,1.0,0.0003560511244309915,0.014660492458859005,1.0,0.001,1.0,0.0001,0.0023590639466419816,0.002177774958073388,0.010465002543217427,1.2300002574920654
16,,0.995197057723999,-0.02528420090675354,0.9943473815917969,,,1.0,0.0004328378148981043,0.015029110779633393,1.0,0.001,1.0,0.0001,0.000170170815722117,0.0009728992728333971,0.005101273994188051,1.2433722019195557
1,,0.6774194836616516,-0.024228808283805848,0.6687184333801269,,,0.26756756756756755,0.4553905590160473,0.5184171521985853,0.5472972972972973,0.001,1.0,0.0001,2.732448800190075,0.5077271070834752,0.30479382985347026,0.9306850433349609
2,,0.9332651495933533,0.0002565135480836034,0.8948805809020997,,,1.0,0.002680975037652093,0.040430311254552896,1.0,0.001,1.0,0.0001,0.027014571267205315,0.0034045675530324916,0.11230815504048322,1.103460669517517
3,,0.978107750415802,-0.013833509385585785,0.9719689369201661,,,1.0,0.001519049663801451,0.026017632355561128,1.0,0.001,1.0,0.0001,0.0005015613301971776,0.015992907431240922,0.02755591514948252,1.2173035144805908
4,,0.9912388324737549,-0.02160293310880661,0.9822273254394531,,,1.0,0.0013495686086448463,0.02722217456714527,1.0,0.001,1.0,0.0001,0.0007420981619853174,0.010235381665060649,0.02138581147065034,1.2300456762313843
5,,0.9901503920555115,-0.010302558541297913,0.9801449775695801,,,1.0,0.002542028555998931,0.03349481531091639,1.0,0.001,1.0,0.0001,0.0007187538946242499,0.002029465509868051,0.020363745657173363,1.2304357290267944
6,,0.9891490936279297,-0.00854003131389618,0.9838078498840332,,,1.0,0.0008970265452926223,0.022992128939241976,1.0,0.001,1.0,0.0001,0.0007653083186989927,0.0017656364393219151,0.01363010986431225,1.2301448583602905
7,,0.99446040391922,-0.02077419459819794,0.9925798416137696,,,1.0,0.000502387253013817,0.01571320714177312,1.0,0.001,1.0,0.0001,0.0001889932264512518,0.0013631035407023454,0.005743119362238291,1.2403616905212402
8,,0.9965684413909912,-0.020812435448169707,0.994542407989502,,,1.0,0.00039179260666305954,0.015087797835066512,1.0,0.001,1.0,0.0001,0.00026497860479237815,0.0006100870436844038,0.00806943790332691,1.2418842315673828
9,,0.9915376305580139,-0.03512194156646729,0.9859918594360352,,,1.0,0.00126420259475708,0.026196368964942728,1.0,0.001,1.0,0.0001,0.0003626548100697078,0.0005583215152492394,0.011346264465435131,1.2356064319610596
10,,0.9951204061508179,-0.02485532909631729,0.992007827758789,,,1.0,0.0009811453722618723,0.024769808795001055,1.0,0.001,1.0,0.0001,0.00026186549301790955,0.0024594770291367094,0.005445793673798845,1.2410639524459839
11,,0.9934672713279724,-0.02474789321422577,0.9913502693176269,,,1.0,0.0007848856416908471,0.021658696355046452,1.0,0.001,1.0,0.0001,0.0004310744786650773,0.0007848856251724568,0.006604209139540389,1.239761471748352
12,,0.993577241897583,-0.03279884457588196,0.9843169212341308,,,1.0,0.00037900781309282457,0.014659693434431745,1.0,0.001,1.0,0.0001,0.0007636791948194465,0.0016960097638877563,0.015459644633370477,1.2304110527038574
13,,0.9957459568977356,-0.01226503998041153,0.9942005157470704,,,1.0,0.000662318677515597,0.019403986028722814,1.0,0.001,1.0,0.0001,0.00013250506300529515,0.0014294328964850236,0.005259064403740135,1.2415754795074463
14,,0.9973065853118896,0.001960360072553158,0.9953450202941895,,,1.0,0.0013809244374971131,0.025085784293509817,1.0,0.001,1.0,0.0001,0.00016993875731320776,0.004800268165716851,0.0027898098971392655,1.2438546419143677
15,,0.9976669549942017,-0.02568202018737793,0.9919489860534668,,,1.0,0.0019297433866036905,0.02807877257063582,1.0,0.001,1.0,0.0001,0.00022248771534037046,0.00217397885854872,0.004856091898840827,1.2420039176940918
16,,0.9952336549758911,-0.024246612191200258,0.9854097366333008,,,1.0,0.0004864341906599096,0.015289450980521537,1.0,0.001,1.0,0.0001,0.0007411479919274161,0.0007952259471199501,0.010586380153088956,1.235098123550415
