latent dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individual),accuracy equations,constant MSE,average distance constants,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence,correlations_dis_train,learning_rate
4,,0.9990065097808838,-0.01689358949661255,0.9980043411254883,,1.0,1.0,0.02027183996664511,0.11068145133353569,100,0.0001,0.02842653058217587,0.0989952821385216,0.0023353228697905667,1451.0106118691933,,0.001
4,,0.9995414018630981,-0.04457113742828369,0.9989162445068359,,1.0,1.0,0.03927805874798749,0.15159524453652873,1000,0.0001,0.013744589806584691,0.038211677223443985,0.0008747883745141931,1381.3690070074958,,0.001
4,,0.07786037027835846,-0.05344940423965454,0.0473362922668457,,1.0,1.0,0.004856777191162109,0.05505346349767736,0,0.0001,0.005445328537167075,0.01949824654572719,0.9781594203936087,618.9878754486908,,0.001
4,,0.7745075225830078,-0.07588508725166321,0.706040620803833,,1.0,1.0,0.005831360172581028,0.06045044048412426,0.1,0.0001,0.0008353716267093487,0.005760665309640604,0.30843370669596903,589.3407757733319,,0.001
4,,0.9518257975578308,-0.04099658131599426,0.9446352005004883,,1.0,1.0,0.008798212618441196,0.0735829430657464,1,0.0001,0.005617964736302383,0.008449383545666933,0.04998212408375095,764.8889003444363,,0.001
4,,0.9966748952865601,-0.020649699866771697,0.9937870979309082,,1.0,1.0,0.009760476447440483,0.07809737952979835,10,0.0001,0.0012338171074736386,0.007690748086551557,0.00573770742158632,1135.3299618282833,,0.001
4,,0.999060332775116,-0.03309212327003479,0.9983624458312989,,1.0,1.0,0.014579555150624868,0.0917052191656989,100,0.0001,1.7338779198156822,0.30900184684307186,0.005251306134301263,1625.59441973712,,0.001
4,,0.999559223651886,-0.03517214059829712,0.9991252899169922,,1.0,1.0,0.04287402952039564,0.15655088682432433,1000,0.0001,0.11968956007999745,0.09261215845676693,0.0015369838959461933,1617.7849137589737,,0.001
4,,0.09115973860025406,-0.06117525100708008,0.10012241601943969,,1.0,1.0,0.004965204805941195,0.05483762380239126,0,0.0001,0.00015630154756444107,0.004880032209503288,0.9135619055580448,559.293674778294,,0.001
4,,0.7848103642463684,-0.018204879760742188,0.6954880237579346,,1.0,1.0,0.004097960446331952,0.04949958904369457,0.1,0.0001,0.0034734659396211077,0.005335364956408739,0.3019906089112565,595.388209987331,,0.001
4,,0.9730898141860962,-0.01576535403728485,0.9574239730834961,,1.0,1.0,0.009924935005806587,0.07891939524057749,1,0.0001,0.0018191713301151853,0.008440407276203906,0.03770283508945156,891.7149394267315,,0.001
4,,0.9952288269996643,-0.005051381513476371,0.9937023162841797,,1.0,1.0,0.007379133636887009,0.06445031552701383,10,0.0001,0.005611682406664398,0.013368013465928065,0.007105062942247133,1220.8394907358531,,0.001
4,,0.9992712140083313,-0.015675540268421172,0.998747730255127,,1.0,1.0,0.01685511357075459,0.10097990293760557,100,0.0001,0.1748173838934383,0.10210032700686841,0.0016519797814858925,1840.978053737331,,0.001
4,,0.9997491836547852,-0.01429530382156372,0.9994352340698243,,0.9961711711711712,0.995945945945946,0.041167326231260556,0.15047700211808487,1000,0.0001,0.018387243183128333,0.03708484718525732,0.0009159751840539881,2081.7498333905196,,0.001
4,,0.1764707714319229,-0.003167647495865822,0.14681727886199952,,1.0,1.0,0.0066505883191082926,0.0636151597306535,0,0.0001,0.000230735993682174,0.007243383430397591,0.8690153046234234,555.1798986486486,,0.001
4,,0.8187907934188843,-0.03750076591968536,0.7678678512573243,,1.0,1.0,0.00621649896776354,0.06140143420245196,0.1,0.0001,0.0017267882115423138,0.00689352086644519,0.20233955254425873,593.0686183620144,,0.001
4,,0.9756767749786377,-0.044076213240623476,0.9610278129577636,,0.9993243243243243,0.9986486486486487,0.009025763820957494,0.07384294561437658,1,0.0001,0.002337966663125789,0.009971221166385992,0.03284877216493761,829.5771731814823,,0.001
4,,0.9948695302009583,-0.007567159831523895,0.9911602020263672,,1.0,1.0,0.009349886791126149,0.07410947954332506,10,0.0001,0.0016924692156592485,0.0172610115008177,0.00878849545040646,1123.76414613466,,0.001
4,,0.9989596009254456,-0.05421255230903625,0.9976262092590332,,1.0,1.0,0.013852565352981155,0.09080171327333192,100,0.0001,0.003554567207764784,0.018815132436921466,0.0022330992930644266,1352.610631994299,,0.001
4,,0.9998199343681335,-0.027280697226524354,0.9994600296020508,,1.0,1.0,0.019046661016103382,0.10406737456450592,1000,0.0001,0.00503320005766393,0.024972226948955574,0.0002440028899424785,2598.1547092747046,,0.001
4,,0.13071313500404358,-0.12455537319183349,0.13808796405792237,,1.0,1.0,0.004255936919031917,0.0518631496944943,0,0.0001,0.0017296298373784757,0.005797070564349761,0.9057150362311183,491.2072535334407,,0.001
4,,0.7270362973213196,-0.0852078914642334,0.6921916484832764,,1.0,1.0,0.005634529526169236,0.05901556272764464,0.1,0.0001,0.0023881919431103698,0.007960443108065708,0.27887071306641037,540.0928711762299,,0.001
4,,0.9762778878211975,-0.014148949086666108,0.9590292930603027,,1.0,1.0,0.010303381971410803,0.08293684882086677,1,0.0001,0.0005638838945349169,0.00804227078962769,0.037611500636951345,810.0634592417124,,0.001
4,,0.9962922930717468,-0.03822242617607117,0.9924884796142578,,1.0,1.0,0.007934317073306522,0.06835645211709512,10,0.0001,0.002030161386387221,0.009938784100971109,0.0073828520001591865,1110.9299407134185,,0.001
4,,0.999399721622467,-0.03705124855041504,0.9986189842224121,,1.0,1.0,0.011423190864356789,0.08330401858767948,100,0.0001,0.034139365826204825,0.03347000173871984,0.0014926517331922376,1730.0965246252113,,0.001
4,,0.9997967481613159,-0.03874269127845764,0.9993851661682129,,1.0,1.0,0.023509956050563503,0.11619576119087838,1000,0.0001,0.010117871129910487,0.033447857996499214,0.0005278232935312632,1633.228245090794,,0.001
4,,0.08321581035852432,-0.15929347276687622,0.06145559549331665,,1.0,1.0,0.005473247734276024,0.05839947880925359,0,0.0001,0.00133953793335201,0.00982794740765884,0.9390703351111025,497.1883549045872,,0.001
4,,0.7607691287994385,-0.05897654294967651,0.699048376083374,,1.0,1.0,0.00613113480645257,0.062130933194547086,0.1,0.0001,0.00034726731615051365,0.007113897537409856,0.29898417720923554,627.7512578190984,,0.001
4,,0.9739461541175842,-0.032393822073936464,0.9637779235839844,,1.0,1.0,0.00819158038577518,0.06862068176269531,1,0.0001,0.0005492746003673765,0.010530185470407879,0.0300507174955832,786.8067692937078,,0.001
4,,0.9957618713378906,-0.010647891461849213,0.9926903724670411,,1.0,1.0,0.009496911796363625,0.07307442845524968,10,0.0001,0.003657948161236237,0.00904296335411837,0.006798918182785447,1200.3220734467377,,0.001
4,,0.9989809393882751,-0.03021780848503113,0.9980354309082031,,1.0,1.0,0.015339075552450643,0.09691275519293707,100,0.0001,0.018060918117093074,0.036403051212530686,0.0006494812063268713,2692.2627909892312,,0.001
4,,0.9997102618217468,-0.02612255811691284,0.9994942665100097,,0.997072072072072,0.995945945945946,0.039815554747710355,0.16042876372466217,1000,0.0001,0.011762773064342705,0.02630038229698265,0.00037441543630651523,3020.297445761191,,0.001
