,x,y,z,Category_prefix,Category
0,-1.4689683,0.11783013,1.4080011,"['*', '*', 'c_1', 'x_1', 'tan', 'x_1']",((0.76*x_1)*tan(x_1))
1,-1.9572378,0.22947505,1.9734871,"['cos', 'cos', '*', 'c_1', 'acos', 'x_1']",cos(cos((0.63*acos(x_1))))
2,-0.4905013,0.10795915,0.5555495,"['min', 'c_1', '-', 'exp', 'x_1', 'x_1']","min(0.74,(exp(x_1)-x_1))"
3,-1.8963212,0.16442943,-3.4361217,"['sin', '/', 'exp', 'abs', 'x_1', 'c_1']",sin((exp(abs(x_1))/0.17))
4,-0.30654478,0.066948205,-0.51241106,"['/', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1/max(0.73,x_1))"
5,0.7377432,-0.9812449,-0.4296192,"['*', 'c_1', 'asin', 'x_1', '<PAD>', '<PAD>']",(0.7*asin(x_1))
6,1.0153593,0.04741855,0.1756751,"['exp', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.82*x_1))
7,-1.9446663,-0.86002886,-0.25848836,"['exp', '-', 'x_1', 'c_1', '<PAD>', '<PAD>']",exp((x_1-0.18))
8,0.8393167,1.0747015,-0.36572394,"['**', 'max', 'abs', 'x_1', 'x_1', 'c_1']","(max(abs(x_1),x_1)**0.81)"
9,-1.2147404,-0.9027018,-0.07061517,"['+', 'x_1', 'exp', '+', 'c_1', 'x_1']",(x_1+exp((0.34+x_1)))
10,-0.42759246,0.5455625,-0.011192545,"['-', 'c_1', 'sin', 'cos', 'abs', 'x_1']",(0.33-sin(cos(abs(x_1))))
11,0.79698575,0.4827577,1.051794,"['exp', '+', 'x_1', '/', 'x_1', 'c_1']",exp((x_1+(x_1/0.91)))
12,-0.680753,2.2556987,-0.10812566,"['/', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1/0.1)
13,0.31175196,-1.6474795,0.065086454,"['cos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.16*x_1))
14,0.21328647,0.6737782,-1.0769609,"['*', 'c_1', 'tan', 'cos', 'x_1', '<PAD>']",(0.74*tan(cos(x_1)))
15,0.12627774,0.6671029,0.94068414,"['asin', 'sin', '*', 'c_1', 'x_1', '<PAD>']",asin(sin((0.72*x_1)))
16,0.4745146,0.5520298,0.46325877,"['acos', '*', 'cos', 'asin', 'x_1', 'c_1']",acos((cos(asin(x_1))*0.04))
17,0.13083507,0.44747967,-0.6164104,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.34*x_1)
18,-3.7514946,-1.3208284,-0.74162734,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.37/x_1)
19,0.38948682,-0.85014915,0.43337435,"['log', '**', 'c_1', 'exp', 'exp', 'x_1']",log((0.39**exp(exp(x_1))))
20,-0.3319278,-0.41360632,-0.08509474,"['abs', '*', 'x_1', '-', 'x_1', '1']",abs((x_1*(x_1-1)))
21,-0.3689677,0.8531131,-0.77754414,"['log', 'cos', '*', 'c_1', 'x_1', '<PAD>']",log(cos((0.33*x_1)))
22,-3.0240314,0.529179,-1.236635,"['sin', 'max', '*', 'x_1', '2', 'x_1']","sin(max((x_1*2),x_1))"
23,0.28928405,-0.016102321,1.4681227,"['exp', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.32*x_1))
24,0.33104947,0.52216154,-0.65104425,"['-', 'c_1', 'abs', 'x_1', '<PAD>', '<PAD>']",(0.7-abs(x_1))
25,-0.37702888,-0.17969136,-2.2241251,"['max', '*', 'x_1', '2', 'x_1', '<PAD>']","max((x_1*2),x_1)"
26,-0.13691655,0.097914234,-0.43640295,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.3-x_1)
27,-0.25052965,0.36854988,0.54563993,"['log', '**', 'c_1', 'acos', 'x_1', '<PAD>']",log((0.5**acos(x_1)))
28,0.7998257,-0.9441822,0.26091963,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.74*x_1)
29,0.60022247,0.3755274,1.3085998,"['sin', '-', '*', 'x_1', 'x_1', 'c_1']",sin(((x_1*x_1)-0.62))
30,0.45100707,0.6180966,1.7785549,"['+', 'c_1', 'exp', 'x_1', '<PAD>', '<PAD>']",(0.21+exp(x_1))
31,0.5314053,-0.62890327,-0.5922097,"['/', 'c_1', '+', 'x_1', 'asin', 'x_1']",(0.26/(x_1+asin(x_1)))
32,0.108546145,0.7586816,-0.39886042,"['sin', 'max', '**', 'c_1', 'x_1', 'x_1']","sin(max((0.82**x_1),x_1))"
33,1.1680521,0.84011596,-0.6190888,"['*', 'asin', 'x_1', 'max', 'c_1', 'x_1']","(asin(x_1)*max(0.8,x_1))"
34,0.17442124,-0.84879065,-0.6317797,"['abs', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","abs(max(1.0,x_1))"
35,-0.20584881,-0.19802141,-0.40984434,"['tan', '+', 'c_1', 'cos', 'x_1', '<PAD>']",tan((0.27+cos(x_1)))
36,-1.3856614,0.23128353,1.6861678,"['exp', '*', 'x_1', '+', 'c_1', 'x_1']",exp((x_1*(0.54+x_1)))
37,-1.0668665,-0.046395198,-0.6181736,"['log', 'abs', '/', 'cos', 'x_1', 'c_1']",log(abs((cos(x_1)/0.14)))
38,1.6029999,0.8344728,1.167035,"['min', 'exp', 'x_1', '+', 'c_1', 'x_1']","min(exp(x_1),(0.44+x_1))"
39,-0.2338808,0.31856424,-1.1872923,"['max', 'cos', 'x_1', 'max', 'c_1', 'x_1']","max(cos(x_1),max(0.62,x_1))"
40,-2.0346696,-0.254314,-0.3791504,"['/', '*', 'c_1', 'x_1', 'abs', 'x_1']",((0.96*x_1)/abs(x_1))
41,0.70789754,0.39644694,-1.6916354,"['-', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1-max(0.16,x_1))"
42,1.1333265,2.3084536,-1.1103461,"['max', 'abs', 'x_1', '/', 'c_1', 'x_1']","max(abs(x_1),(0.28/x_1))"
43,0.07515097,-0.3471395,-0.2969345,"['tan', 'sin', '-', 'c_1', 'asin', 'x_1']",tan(sin((0.31-asin(x_1))))
44,-0.40816486,-1.747391,0.681836,"['max', 'tan', 'x_1', 'min', 'c_1', 'x_1']","max(tan(x_1),min(0.32,x_1))"
45,-1.1265049,-0.03551016,-1.1164919,"['*', 'x_1', '-', 'x_1', '1', '<PAD>']",(x_1*(x_1-1))
46,0.38026178,-1.83536,-0.8178172,"['*', 'x_1', 'tan', '-', 'x_1', 'c_1']",(x_1*tan((x_1-0.0)))
47,0.121267095,0.99287206,-1.4323187,"['abs', '/', 'x_1', '+', 'c_1', 'x_1']",abs((x_1/(0.62+x_1)))
48,-0.6151109,0.6098404,0.27607453,"['+', 'c_1', '*', 'x_1', 'acos', 'x_1']",(0.65+(x_1*acos(x_1)))
49,0.7939034,-2.4422145,-0.31116375,"['tan', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","tan(min(0.63,x_1))"
50,-1.1729074,0.3698514,-1.145982,"['+', '**', 'c_1', 'x_1', 'cos', 'x_1']",((0.31**x_1)+cos(x_1))
51,0.32788104,-0.49824393,-2.0067537,"['-', '/', 'tan', 'x_1', 'x_1', 'c_1']",((tan(x_1)/x_1)-0.15)
52,0.6282916,0.48871636,0.6905857,"['/', 'c_1', '*', 'x_1', 'abs', 'x_1']",(0.21/(x_1*abs(x_1)))
53,-0.5286307,-0.28703058,-0.74905986,"['min', 'tan', 'asin', 'x_1', 'c_1', '<PAD>']","min(tan(asin(x_1)),0.61)"
54,-0.03187895,1.0605596,-0.6789281,"['/', 'max', 'sin', 'x_1', 'x_1', 'c_1']","(max(sin(x_1),x_1)/0.45)"
55,-0.4289498,-0.7914995,-0.16912758,"['asin', 'cos', '*', 'c_1', 'x_1', '<PAD>']",asin(cos((0.22*x_1)))
56,-0.17664357,0.018594082,-0.98974925,"['+', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1+max(0.14,x_1))"
57,0.5006289,-0.22453451,-2.2287166,"['sqrt', '/', 'cos', 'sin', 'x_1', 'c_1']",sqrt((cos(sin(x_1))/0.04))
58,-0.52272844,-1.5470492,-0.292956,"['exp', '**', 'x_1', '2', '<PAD>', '<PAD>']",exp((x_1**2))
59,-0.87108284,-1.6736625,-0.00021711178,"['abs', 'tan', '+', 'c_1', 'asin', 'x_1']",abs(tan((0.43+asin(x_1))))
60,-0.57319236,0.10020757,-1.0520421,"['sin', '**', 'c_1', 'acos', 'x_1', '<PAD>']",sin((0.54**acos(x_1)))
61,0.340333,0.30774677,1.6484919,"['log', 'cos', 'min', 'c_1', 'x_1', '<PAD>']","log(cos(min(0.1,x_1)))"
62,0.28160733,0.8869616,1.02159,"['max', '+', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1+0.8),x_1)"
63,1.2110953,0.21183467,-0.4714739,"['**', 'max', 'abs', 'x_1', 'x_1', 'c_1']","(max(abs(x_1),x_1)**0.1)"
64,0.6911445,2.3723783,1.5399576,"['tan', 'sin', 'cos', 'max', 'c_1', 'x_1']","tan(sin(cos(max(0.61,x_1))))"
65,0.72733605,-0.22236258,1.3377501,"['sqrt', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","sqrt(max(0.14,x_1))"
66,1.2480971,0.81823516,-1.2132245,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.61+x_1)
67,0.8848031,0.38691604,-0.8831658,"['tan', 'abs', '-', 'c_1', 'acos', 'x_1']",tan(abs((0.98-acos(x_1))))
68,0.14887719,0.8882584,-0.8084818,"['abs', 'sin', '**', 'c_1', 'tan', 'x_1']",abs(sin((0.6**tan(x_1))))
69,-0.36088407,0.61104137,0.15225646,"['*', '**', 'c_1', 'acos', 'x_1', 'x_1']",((0.67**acos(x_1))*x_1)
70,0.22668843,0.5777278,-0.41089934,"['*', 'x_1', 'abs', '*', 'c_1', 'x_1']",(x_1*abs((0.24*x_1)))
71,-0.79923975,1.3289245,-0.4566045,"['cos', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.74-x_1))
72,-0.3105088,0.6368127,-1.1331425,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
73,-0.31284517,0.4701359,0.9178664,"['-', '1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(1-x_1)
74,-1.1751884,0.37665203,-0.6031662,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.97+x_1)
75,1.1560544,-1.4266615,-1.3322423,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.76+x_1)
76,-3.7716913,1.1468503,1.8692377,"['+', '-', 'c_1', 'x_1', 'exp', 'x_1']",((0.29-x_1)+exp(x_1))
77,0.2786912,-0.88865817,-0.526002,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
78,0.08790168,-0.63933086,0.5325666,"['abs', 'asin', 'min', 'c_1', 'x_1', '<PAD>']","abs(asin(min(0.43,x_1)))"
79,0.22384319,-0.47877282,1.3141297,"['-', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.39-cos(x_1))
80,-1.3006475,0.12765473,1.0466163,"['max', 'exp', 'x_1', 'min', 'c_1', 'x_1']","max(exp(x_1),min(0.86,x_1))"
81,0.24951136,0.70188767,-1.3806838,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.69-x_1)
82,-0.89243376,1.4105222,1.056565,"['+', 'c_1', 'sin', 'x_1', '<PAD>', '<PAD>']",(0.7+sin(x_1))
83,-0.16942815,-0.5605135,1.3284497,"['/', 'tan', '**', 'c_1', 'x_1', 'x_1']",(tan((0.88**x_1))/x_1)
84,-1.289034,-2.3553286,1.4821558,"['abs', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",abs((0.79*x_1))
85,-1.5030265,0.18345791,-1.3604522,"['*', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.25*acos(x_1))
86,-0.448902,-1.4231458,-0.3174029,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.54,x_1)"
87,1.4106562,-0.9204458,0.37937337,"['cos', '/', 'asin', 'x_1', 'c_1', '<PAD>']",cos((asin(x_1)/0.4))
88,-0.05032531,-0.3438397,-0.53950065,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.14*x_1)
89,0.47954166,-1.4833761,-0.43255812,"['max', '+', 'c_1', 'x_1', 'tan', 'x_1']","max((0.09+x_1),tan(x_1))"
90,-0.56593406,-0.14484628,-1.8150206,"['abs', '-', 'x_1', 'min', 'c_1', 'x_1']","abs((x_1-min(0.03,x_1)))"
91,0.7210715,1.1905992,1.2742652,"['sin', 'exp', '*', 'c_1', 'x_1', '<PAD>']",sin(exp((0.91*x_1)))
92,-0.69472444,0.6431842,-0.28317988,"['abs', '+', 'x_1', 'min', 'c_1', 'x_1']","abs((x_1+min(0.89,x_1)))"
93,-3.6951337,-0.20260143,0.01940927,"['**', 'cos', 'x_1', 'c_1', '<PAD>', '<PAD>']",(cos(x_1)**0.19)
94,0.44660527,-0.23416695,1.1291717,"['acos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",acos((0.87*x_1))
95,1.0926939,0.3287392,1.1348578,"['+', 'c_1', 'min', 'tan', 'x_1', 'x_1']","(0.25+min(tan(x_1),x_1))"
96,0.22731225,0.3822645,0.6001568,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
97,-0.07686227,-0.044109933,-0.19240287,"['/', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1/0.52)
98,-0.037160043,-0.17387225,0.024862736,"['tan', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",tan((0.95*x_1))
99,-0.3773357,1.4667308,-0.21602765,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
100,-0.2901746,0.30828473,-0.8440386,"['tan', 'tan', 'max', 'c_1', 'x_1', '<PAD>']","tan(tan(max(0.14,x_1)))"
101,-0.20787843,-0.8128216,-0.15988633,"['*', 'x_1', 'sin', '/', 'x_1', 'c_1']",(x_1*sin((x_1/0.94)))
102,0.18105783,-2.4723072,-0.26108673,"['max', '*', 'x_1', 'c_1', 'sin', 'x_1']","max((x_1*0.65),sin(x_1))"
103,-0.29450494,0.25411725,0.01992172,"['/', 'c_1', 'min', 'abs', 'x_1', 'x_1']","(0.1/min(abs(x_1),x_1))"
104,0.90166515,-0.33846998,-0.35504913,"['tan', '/', 'c_1', 'cos', 'exp', 'x_1']",tan((0.78/cos(exp(x_1))))
105,0.8511934,0.1694268,-0.1515515,"['sqrt', '-', '1', 'sin', 'x_1', '<PAD>']",sqrt((1-sin(x_1)))
106,0.34037834,-2.4780867,-0.27355024,"['exp', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","exp(max(0.89,x_1))"
107,-0.3374989,0.62563264,-0.92783487,"['+', '+', 'c_1', 'x_1', 'exp', 'x_1']",((0.11+x_1)+exp(x_1))
108,-0.13629904,1.1715466,-0.30241764,"['max', 'abs', 'x_1', '-', 'x_1', 'c_1']","max(abs(x_1),(x_1-0.28))"
109,-1.0688204,0.50547814,-0.19027264,"['max', 'c_1', 'min', 'acos', 'x_1', 'x_1']","max(0.71,min(acos(x_1),x_1))"
110,0.08981885,0.22450258,-0.81862056,"['min', 'exp', 'x_1', '+', 'c_1', 'x_1']","min(exp(x_1),(0.76+x_1))"
111,0.07253975,0.7872045,-0.17659307,"['sin', '**', 'x_1', '2', '<PAD>', '<PAD>']",sin((x_1**2))
112,-0.059936844,2.188079,-0.027380317,"['tan', '*', '-', 'x_1', 'c_1', 'x_1']",tan(((x_1-0.06)*x_1))
113,1.2639475,-0.9036242,-0.27806783,"['sqrt', '**', 'c_1', 'x_1', '<PAD>', '<PAD>']",sqrt((0.89**x_1))
114,0.40928048,0.76397526,-0.7389362,"['abs', 'acos', 'sin', '*', 'c_1', 'x_1']",abs(acos(sin((0.15*x_1))))
115,-0.72935385,-0.9343519,0.5642878,"['-', 'sqrt', 'sqrt', 'acos', 'x_1', 'c_1']",(sqrt(sqrt(acos(x_1)))-0.78)
116,2.2987742,0.75303656,1.125972,"['cos', '/', 'c_1', 'cos', 'x_1', '<PAD>']",cos((0.98/cos(x_1)))
117,-0.10235186,0.49397922,1.5987916,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
118,-0.61742926,1.1714934,0.2080769,"['cos', 'sin', '**', 'c_1', 'x_1', '<PAD>']",cos(sin((0.57**x_1)))
119,0.13613057,-2.10446,-0.22148377,"['log', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","log(max(0.18,x_1))"
120,-0.38439387,-0.013146333,-1.3415182,"['min', '/', 'tan', 'x_1', 'x_1', 'c_1']","min((tan(x_1)/x_1),0.89)"
121,-0.57599,-0.12271121,0.1875312,"['max', 'tan', 'x_1', 'max', 'c_1', 'x_1']","max(tan(x_1),max(0.87,x_1))"
122,0.56033784,0.7019088,1.3180716,"['-', '-', 'c_1', 'x_1', 'tan', 'x_1']",((0.86-x_1)-tan(x_1))
123,0.13729434,-1.4642122,-0.501951,"['+', 'x_1', 'tan', 'min', 'c_1', 'x_1']","(x_1+tan(min(0.59,x_1)))"
124,-0.61278635,-0.27140242,0.8113022,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.44+x_1)
125,0.32002336,0.4195196,0.22034287,"['/', 'sin', 'x_1', '*', 'c_1', 'x_1']",(sin(x_1)/(0.19*x_1))
126,-0.23144701,-0.22105591,-1.6495149,"['exp', 'sin', 'exp', 'max', 'c_1', 'x_1']","exp(sin(exp(max(0.61,x_1))))"
127,0.71231896,0.6206869,-0.832072,"['*', 'x_1', 'acos', 'min', 'c_1', 'x_1']","(x_1*acos(min(0.34,x_1)))"
128,-0.5868592,-0.8897518,1.3723783,"['abs', '-', 'x_1', 'min', 'c_1', 'x_1']","abs((x_1-min(0.63,x_1)))"
129,0.15377416,-2.1244512,0.96016693,"['max', '-', 'c_1', 'acos', 'x_1', 'x_1']","max((0.75-acos(x_1)),x_1)"
130,-0.23862848,0.9810499,-0.6725188,"['acos', 'max', '*', 'x_1', 'c_1', 'x_1']","acos(max((x_1*0.2),x_1))"
131,-0.36484697,-0.55007654,-0.73080003,"['-', 'c_1', 'min', 'asin', 'x_1', 'x_1']","(0.06-min(asin(x_1),x_1))"
132,0.6011722,0.13194397,-3.0745707,"['log', '*', 'x_1', 'min', 'c_1', 'x_1']","log((x_1*min(0.8,x_1)))"
133,-0.92881054,0.44431338,-0.63577616,"['+', 'c_1', '/', 'tan', 'x_1', 'x_1']",(0.03+(tan(x_1)/x_1))
134,0.45924413,0.67302424,1.1754932,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.0-x_1)
135,0.17530978,0.542038,1.1943048,"['abs', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","abs(max(0.71,x_1))"
136,-0.1154692,0.68409896,-1.2327855,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.76,x_1)"
137,-0.31377327,-0.8810111,-0.89485836,"['cos', 'cos', '/', 'c_1', 'sin', 'x_1']",cos(cos((0.23/sin(x_1))))
138,0.38066435,-0.19541311,-1.6206388,"['max', 'asin', 'x_1', '+', 'c_1', 'x_1']","max(asin(x_1),(0.58+x_1))"
139,-0.6497228,-0.9403878,-2.4094646,"['sqrt', '*', 'c_1', 'cos', 'asin', 'x_1']",sqrt((0.84*cos(asin(x_1))))
140,-0.56849366,0.14342,0.90571505,"['exp', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.29-x_1))
141,-2.9964042,-0.6731758,1.706926,"['min', '**', 'c_1', 'x_1', 'x_1', '<PAD>']","min((0.69**x_1),x_1)"
142,0.49642336,0.62832576,-0.61925775,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
143,-0.015999451,-0.12752245,-1.9211107,"['-', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1-0.3)
144,-1.4431385,2.3776066,-0.4299994,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.85/x_1)
145,0.0496044,0.3752182,0.47387058,"['+', '-', 'c_1', 'x_1', 'cos', 'x_1']",((0.29-x_1)+cos(x_1))
146,-0.22855648,1.0798932,-0.4825243,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.43,x_1)"
147,1.9420576,2.3640325,0.024759308,"['min', '+', 'c_1', 'exp', 'x_1', 'x_1']","min((0.01+exp(x_1)),x_1)"
148,-0.5405487,-0.79499745,1.4712317,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
149,-0.61241883,-1.079093,0.26447812,"['/', 'c_1', 'exp', 'sin', 'x_1', '<PAD>']",(0.7/exp(sin(x_1)))
150,0.7391431,0.41926366,1.7785053,"['exp', 'min', '**', 'c_1', 'x_1', 'x_1']","exp(min((0.44**x_1),x_1))"
151,-1.0652865,1.2771064,0.9275664,"['*', 'c_1', 'sin', 'abs', 'x_1', '<PAD>']",(0.75*sin(abs(x_1)))
152,0.64872247,1.2604947,1.98168,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
153,0.5901557,1.0840806,1.9419558,"['/', '*', 'c_1', 'x_1', 'tan', 'x_1']",((0.85*x_1)/tan(x_1))
154,-0.17552602,-0.5912821,1.2362399,"['max', '*', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1*0.26),x_1)"
155,0.62530553,-1.0893435,0.5843302,"['/', 'c_1', 'asin', 'x_1', '<PAD>', '<PAD>']",(0.57/asin(x_1))
156,-0.6661103,0.39722952,-0.31409332,"['min', '*', 'c_1', 'acos', 'x_1', 'x_1']","min((0.19*acos(x_1)),x_1)"
157,-0.018498495,-1.1125016,0.21701095,"['sqrt', '/', 'x_1', '/', 'c_1', 'x_1']",sqrt((x_1/(0.9/x_1)))
158,-0.24142307,-0.23165196,-1.087776,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.69,x_1)"
159,-0.5919071,1.2323129,-0.7722962,"['**', 'c_1', '+', 'x_1', 'abs', 'x_1']",(0.49**(x_1+abs(x_1)))
160,0.2566868,0.8785389,-0.13812748,"['/', 'acos', 'x_1', 'c_1', '<PAD>', '<PAD>']",(acos(x_1)/0.69)
161,0.09803876,-0.14227968,-0.08140898,"['exp', 'tan', 'abs', 'max', 'c_1', 'x_1']","exp(tan(abs(max(0.52,x_1))))"
162,-0.08893368,0.8116244,-1.3750188,"['-', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.13-acos(x_1))
163,-0.12795293,0.5142462,0.8654545,"['max', '*', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1*0.89),x_1)"
164,-0.20373835,0.6563703,1.0142448,"['max', 'tan', 'acos', 'x_1', 'c_1', '<PAD>']","max(tan(acos(x_1)),0.51)"
165,-1.0489845,-2.4731958,-0.2062538,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
166,0.42373112,-0.6616163,-2.0930026,"['/', 'c_1', 'abs', 'tan', 'exp', 'x_1']",(0.64/abs(tan(exp(x_1))))
167,1.068832,0.7103879,1.0992435,"['/', '*', 'c_1', 'x_1', 'asin', 'x_1']",((0.4*x_1)/asin(x_1))
168,-0.88211143,0.700572,-0.44033125,"['-', 'acos', 'x_1', 'c_1', '<PAD>', '<PAD>']",(acos(x_1)-0.16)
169,0.3787212,0.57245666,-0.9347189,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
170,-0.4658782,0.2658519,-1.9326675,"['-', 'exp', 'cos', 'sin', 'x_1', 'c_1']",(exp(cos(sin(x_1)))-0.26)
171,-1.1122235,-1.207259,-0.3892757,"['-', '+', 'x_1', 'abs', 'x_1', 'c_1']",((x_1+abs(x_1))-0.78)
172,-0.96692556,0.23152852,-0.14414707,"['*', 'c_1', '-', 'x_1', 'asin', 'x_1']",(0.93*(x_1-asin(x_1)))
173,-1.121233,0.26898342,0.45965332,"['-', 'c_1', 'cos', 'x_1', '<PAD>', '<PAD>']",(0.65-cos(x_1))
174,1.7812147,1.2251643,0.33718765,"['tan', '**', 'x_1', '2', '<PAD>', '<PAD>']",tan((x_1**2))
175,-0.42264187,0.96474904,0.28726435,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.98,x_1)"
176,-0.5466288,-0.3897271,-0.3045258,"['cos', 'cos', '*', 'c_1', 'x_1', '<PAD>']",cos(cos((0.37*x_1)))
177,0.2864531,-0.43522647,0.7048133,"['exp', 'min', 'x_1', '-', 'x_1', 'c_1']","exp(min(x_1,(x_1-0.52)))"
178,-0.6241643,0.28404683,-0.17617369,"['exp', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.16*x_1))
179,0.58892643,-0.52078795,0.51890016,"['sin', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",sin((0.86-x_1))
180,0.34465012,-0.5629565,-2.2089388,"['log', 'asin', 'max', 'c_1', 'x_1', '<PAD>']","log(asin(max(0.96,x_1)))"
181,0.19737884,-0.20596868,-0.8992774,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.34,x_1)"
182,-1.2816985,-0.8821642,1.5597478,"['tan', '**', 'c_1', 'abs', 'x_1', '<PAD>']",tan((0.15**abs(x_1)))
183,-0.4654685,-0.28323543,-0.65542734,"['exp', 'abs', 'cos', '-', 'x_1', 'c_1']",exp(abs(cos((x_1-0.4))))
184,0.34311783,1.4135079,-0.069109544,"['cos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.47*x_1))
185,-1.175865,0.1852738,0.39678878,"['acos', '**', 'x_1', '2', '<PAD>', '<PAD>']",acos((x_1**2))
186,0.9271148,-2.6171193,1.3580999,"['max', 'exp', 'x_1', '*', 'c_1', 'x_1']","max(exp(x_1),(0.83*x_1))"
187,1.0698054,0.12052679,-2.2897952,"['abs', 'tan', '+', 'c_1', 'sin', 'x_1']",abs(tan((0.7+sin(x_1))))
188,4.8508444,-2.3547602,1.1048374,"['tan', '-', '/', 'c_1', 'x_1', 'x_1']",tan(((0.72/x_1)-x_1))
189,-0.0007959604,1.5415108,0.08683297,"['abs', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","abs(min(0.41,x_1))"
190,0.20359802,-0.25463676,-0.6882899,"['cos', 'cos', '+', 'c_1', 'tan', 'x_1']",cos(cos((0.11+tan(x_1))))
191,-0.43195152,-1.2639619,-0.25540212,"['tan', '-', 'c_1', 'sin', 'x_1', '<PAD>']",tan((0.83-sin(x_1)))
192,1.0600269,-1.055732,1.3874466,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
193,-0.81492627,-1.2286595,0.018869236,"['/', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1/0.16)
194,1.2815931,-1.0207872,1.3603258,"['max', '*', 'x_1', '2', 'x_1', '<PAD>']","max((x_1*2),x_1)"
195,0.4621353,-0.76476574,-0.587219,"['max', '/', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1/0.94),x_1)"
196,-0.6876852,-0.5611533,0.4320855,"['cos', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.92-x_1))
197,-1.4605818,-0.51355183,-1.5799997,"['+', 'x_1', 'min', 'c_1', 'x_1', '<PAD>']","(x_1+min(0.14,x_1))"
