,x,y,z,Category_prefix,Category
2505,0.7478795,-0.17646985,0.09544267,"['-', 'x_1', 'sqrt', 'max', 'c_1', 'x_1']","(x_1-sqrt(max(0.18,x_1)))"
2506,0.23188566,0.8514103,0.72203857,"['*', '**', 'c_1', 'abs', 'x_1', 'x_1']",((0.36**abs(x_1))*x_1)
2507,-0.8222653,1.554082,0.16654971,"['exp', '**', 'x_1', '2', '<PAD>', '<PAD>']",exp((x_1**2))
2508,-1.5745893,0.6775679,-0.30583292,"['-', 'tan', '*', 'c_1', 'x_1', 'x_1']",(tan((0.2*x_1))-x_1)
2509,0.87154716,0.91366774,-2.280103,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.75+x_1)
2510,0.5209701,-1.7610617,-1.1052318,"['/', '*', 'c_1', 'x_1', 'sin', 'x_1']",((0.9*x_1)/sin(x_1))
2511,-0.8906823,0.7129815,0.19660115,"['cos', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","cos(min(0.12,x_1))"
2512,0.30249682,0.09263867,-0.33309755,"['**', 'c_1', 'max', 'abs', 'x_1', 'x_1']","(0.84**max(abs(x_1),x_1))"
2513,-0.3153408,0.016640805,-0.8534872,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.15,x_1)"
2514,-1.0581728,0.017618544,-1.0099354,"['sin', 'log', '+', 'c_1', 'cos', 'x_1']",sin(log((0.77+cos(x_1))))
2515,0.38356644,-0.12747018,-0.4126272,"['exp', '*', 'c_1', 'acos', 'x_1', '<PAD>']",exp((0.23*acos(x_1)))
2516,0.3842442,0.17413674,0.3399642,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
2517,-0.95906085,-0.49425957,1.1501707,"['abs', '*', 'x_1', '-', 'x_1', '1']",abs((x_1*(x_1-1)))
2518,-0.89036363,-1.624759,1.7761972,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.17+x_1)
2519,0.19824812,2.822078,0.11779195,"['exp', 'cos', '**', 'c_1', 'x_1', '<PAD>']",exp(cos((0.16**x_1)))
2520,-0.2668315,0.4230681,-0.25849923,"['/', 'x_1', '+', 'c_1', 'x_1', '<PAD>']",(x_1/(0.79+x_1))
2521,-0.85278714,0.39601278,-0.17387092,"['-', 'x_1', '**', 'c_1', 'acos', 'x_1']",(x_1-(0.29**acos(x_1)))
2522,-0.9831002,1.4204909,0.5672099,"['exp', 'exp', '**', 'abs', 'x_1', 'c_1']",exp(exp((abs(x_1)**0.74)))
2523,0.5652238,0.66277987,-0.6336617,"['-', 'asin', 'x_1', '**', 'c_1', 'x_1']",(asin(x_1)-(0.2**x_1))
2524,-0.6106105,0.51540756,1.3119024,"['tan', 'min', '/', 'x_1', 'c_1', 'x_1']","tan(min((x_1/0.75),x_1))"
2525,0.8157153,0.2827943,1.3702285,"['*', '*', 'c_1', 'x_1', 'abs', 'x_1']",((0.33*x_1)*abs(x_1))
2526,0.22799276,-0.45097154,-2.1890602,"['min', 'c_1', 'sin', 'acos', 'x_1', '<PAD>']","min(0.19,sin(acos(x_1)))"
2527,-0.7162367,-3.4566193,-0.05464694,"['tan', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",tan((0.71+x_1))
2528,-0.23755911,0.39081556,-0.61646074,"['**', '**', 'acos', 'x_1', 'x_1', 'c_1']",((acos(x_1)**x_1)**0.2)
2529,-0.16687575,0.75763875,-0.59851056,"['-', 'c_1', '/', 'x_1', 'tan', 'x_1']",(0.78-(x_1/tan(x_1)))
2530,1.1887723,-0.592853,1.0174807,"['cos', '-', 'c_1', 'sin', 'x_1', '<PAD>']",cos((0.82-sin(x_1)))
2531,-0.11261938,0.8007888,0.91041243,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
2532,0.89353126,0.9146317,-0.49329144,"['+', 'c_1', 'exp', 'x_1', '<PAD>', '<PAD>']",(0.7+exp(x_1))
2533,-0.14529485,1.3614461,0.34450856,"['-', 'x_1', '**', 'c_1', 'x_1', '<PAD>']",(x_1-(0.31**x_1))
2534,0.42355075,-0.9677817,0.6379807,"['sin', '/', 'sqrt', 'exp', 'x_1', 'c_1']",sin((sqrt(exp(x_1))/0.38))
2535,0.059393823,0.70496786,-2.3698225,"['/', 'tan', 'x_1', '**', 'c_1', 'x_1']",(tan(x_1)/(0.83**x_1))
2536,0.121533446,-0.4070279,0.6367293,"['/', 'c_1', 'asin', 'x_1', '<PAD>', '<PAD>']",(0.63/asin(x_1))
2537,0.391846,0.94740486,1.4581304,"['**', 'c_1', 'cos', 'exp', 'x_1', '<PAD>']",(0.96**cos(exp(x_1)))
2538,-0.5348769,2.6502166,-0.021537669,"['sin', 'exp', '/', 'c_1', 'x_1', '<PAD>']",sin(exp((0.09/x_1)))
2539,0.8490037,0.34251523,-0.90720177,"['*', 'x_1', 'cos', '/', 'x_1', 'c_1']",(x_1*cos((x_1/0.84)))
2540,0.7789911,0.70343274,-0.6377568,"['+', 'c_1', 'cos', 'asin', 'x_1', '<PAD>']",(0.71+cos(asin(x_1)))
2541,-0.97740036,-0.15642245,0.03132817,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.49,x_1)"
2542,0.056130618,-0.7106232,0.29013976,"['acos', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","acos(max(0.1,x_1))"
2543,-0.4840635,-0.1429428,-0.45814905,"['exp', '/', 'tan', 'x_1', '2', '<PAD>']",exp((tan(x_1)/2))
2544,-0.4839136,0.6333064,0.9207978,"['+', '+', 'c_1', 'x_1', 'asin', 'x_1']",((0.63+x_1)+asin(x_1))
2545,1.394416,0.44627583,-0.8889818,"['**', 'sqrt', 'acos', 'abs', 'x_1', 'c_1']",(sqrt(acos(abs(x_1)))**0.66)
2546,-2.3991861,0.80072606,-1.1826293,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.58-x_1)
2547,-0.6273557,-1.5576497,1.8463095,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.33/x_1)
2548,-1.2141001,-1.6145387,-0.49364656,"['*', 'c_1', 'cos', 'sin', 'x_1', '<PAD>']",(0.55*cos(sin(x_1)))
2549,0.41058427,0.4599374,0.3194674,"['-', 'x_1', 'acos', 'min', 'c_1', 'x_1']","(x_1-acos(min(0.36,x_1)))"
2550,-2.5959427,-2.178935,0.629595,"['/', 'exp', 'sin', 'x_1', 'c_1', '<PAD>']",(exp(sin(x_1))/0.15)
2551,-0.87699294,0.5549967,-1.3992913,"['*', 'c_1', 'log', 'abs', 'x_1', '<PAD>']",(0.74*log(abs(x_1)))
2552,0.29296327,1.0899595,-1.0152179,"['cos', 'asin', 'min', 'sin', 'x_1', 'c_1']","cos(asin(min(sin(x_1),0.76)))"
2553,-1.7837796,-0.10629207,-0.3449114,"['sin', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","sin(min(0.9,x_1))"
2554,0.1858699,-0.6494348,-0.6258668,"['exp', '-', 'c_1', 'x_1', '<PAD>', '<PAD>']",exp((0.85-x_1))
2555,-0.1492644,-0.16716087,-0.69782066,"['-', 'cos', 'sin', 'x_1', 'c_1', '<PAD>']",(cos(sin(x_1))-0.97)
2556,-0.6237939,-2.0822716,0.8310233,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.26+x_1)
2557,-1.5979562,0.4943347,-0.48497808,"['**', 'c_1', 'sin', 'x_1', '<PAD>', '<PAD>']",(0.95**sin(x_1))
2558,0.07670832,-0.3135433,1.1277248,"['*', 'x_1', '+', 'c_1', 'tan', 'x_1']",(x_1*(0.65+tan(x_1)))
2559,-0.7540336,-0.62778306,0.5604252,"['exp', 'min', '*', 'x_1', 'c_1', 'x_1']","exp(min((x_1*0.83),x_1))"
2560,-0.47139424,0.09958066,-1.9444523,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.06+x_1)
2561,0.49469158,0.20576262,0.25106382,"['*', 'tan', 'sin', 'acos', 'x_1', 'c_1']",(tan(sin(acos(x_1)))*0.19)
2562,-0.72620595,0.08307533,-1.0649488,"['cos', '+', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.51+x_1))
2563,-0.0567502,-0.35239846,-0.19889832,"['max', '1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(1,x_1)"
2564,1.0647724,-0.29102412,1.0427102,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.71+x_1)
2565,1.0666648,0.35973898,0.16127498,"['**', 'c_1', 'tan', 'x_1', '<PAD>', '<PAD>']",(0.32**tan(x_1))
2566,0.33600047,2.0434046,0.3598256,"['abs', '**', 'acos', 'x_1', 'c_1', '<PAD>']",abs((acos(x_1)**0.25))
2567,-0.20580544,0.43092227,1.2836885,"['abs', '/', '+', 'c_1', 'x_1', 'x_1']",abs(((0.76+x_1)/x_1))
2568,0.60094106,0.23594606,1.1371318,"['max', '*', '2', 'asin', 'x_1', 'x_1']","max((2*asin(x_1)),x_1)"
2569,2.2563565,0.5729077,0.7627751,"['sin', 'sin', 'tan', 'max', 'c_1', 'x_1']","sin(sin(tan(max(0.4,x_1))))"
2570,-0.22121777,-1.0259789,-0.723844,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.48,x_1)"
2571,0.97126883,-0.10911928,-1.6895033,"['-', 'asin', 'x_1', '+', 'x_1', 'c_1']",(asin(x_1)-(x_1+0.96))
2572,0.6667019,-0.28786418,-2.353459,"['+', '**', 'c_1', 'x_1', 'acos', 'x_1']",((0.97**x_1)+acos(x_1))
2573,1.667833,-0.6977502,0.32952532,"['max', '**', 'c_1', 'x_1', 'x_1', '<PAD>']","max((0.93**x_1),x_1)"
2574,0.21080709,0.44251418,-0.05518782,"['**', 'cos', '**', 'x_1', '2', 'x_1']",(cos((x_1**2))**x_1)
2575,0.43656543,0.12761396,0.9851531,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
2576,0.9589777,-0.68998027,-0.76524544,"['+', 'c_1', 'acos', 'x_1', '<PAD>', '<PAD>']",(0.21+acos(x_1))
2577,-0.6963961,-0.40964192,2.5398645,"['tan', '*', 'c_1', 'cos', 'x_1', '<PAD>']",tan((0.77*cos(x_1)))
2578,5.5286913,-2.5835478,-0.14772785,"['+', 'c_1', 'tan', 'x_1', '<PAD>', '<PAD>']",(0.19+tan(x_1))
2579,0.25688285,-0.3883766,-1.160944,"['min', '-', 'asin', 'x_1', 'x_1', 'c_1']","min((asin(x_1)-x_1),0.96)"
2580,-0.81429,-0.4330757,0.3215886,"['cos', 'sin', '**', 'x_1', '2', '<PAD>']",cos(sin((x_1**2)))
2581,1.3286262,0.29302233,0.8353219,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.16*x_1)
2582,-0.17135367,-0.390877,1.1651572,"['max', '**', 'c_1', 'x_1', 'x_1', '<PAD>']","max((0.49**x_1),x_1)"
2583,0.62299144,-2.1184552,0.3622527,"['*', 'c_1', '+', 'x_1', 'cos', 'x_1']",(0.03*(x_1+cos(x_1)))
2584,1.2023448,-1.4459274,-0.57167,"['tan', '*', 'c_1', 'cos', 'x_1', '<PAD>']",tan((0.21*cos(x_1)))
2585,0.25365028,-1.0090401,0.016403854,"['exp', '**', 'c_1', 'cos', 'x_1', '<PAD>']",exp((0.67**cos(x_1)))
2586,-0.25393915,-0.1367023,0.7796927,"['abs', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","abs(min(0.34,x_1))"
2587,2.1122122,0.63529795,1.0640227,"['cos', 'tan', 'min', 'c_1', 'x_1', '<PAD>']","cos(tan(min(0.74,x_1)))"
2588,1.4349364,-2.043953,1.3482009,"['-', 'x_1', '**', 'c_1', 'cos', 'x_1']",(x_1-(0.51**cos(x_1)))
2589,-0.6047095,0.55294955,0.33298647,"['sqrt', 'abs', '-', 'c_1', 'asin', 'x_1']",sqrt(abs((0.18-asin(x_1))))
2590,-1.0473716,-0.07297041,-2.0942059,"['-', '-', 'c_1', 'x_1', 'tan', 'x_1']",((0.81-x_1)-tan(x_1))
2591,-3.2793367,0.24560304,1.5231489,"['/', 'c_1', 'sin', 'tan', 'x_1', '<PAD>']",(0.64/sin(tan(x_1)))
2592,0.67636144,-0.8723717,1.0316308,"['max', 'acos', 'x_1', '+', 'c_1', 'x_1']","max(acos(x_1),(0.02+x_1))"
2593,-0.89096636,0.8985161,-2.0143733,"['log', 'acos', 'max', 'c_1', 'x_1', '<PAD>']","log(acos(max(0.64,x_1)))"
2594,0.73063314,-2.1879008,-0.59192836,"['sin', '+', 'c_1', 'cos', 'cos', 'x_1']",sin((0.81+cos(cos(x_1))))
2595,2.2429905,0.5725877,-0.42682388,"['+', '+', 'c_1', 'x_1', 'cos', 'x_1']",((0.44+x_1)+cos(x_1))
2596,0.7946397,-2.1195621,0.9314565,"['/', '+', 'c_1', 'x_1', 'x_1', '<PAD>']",((0.02+x_1)/x_1)
2597,-0.972356,1.002606,1.7616391,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.02,x_1)"
2598,-0.6218283,-1.7273554,1.3466556,"['sqrt', 'sin', 'cos', '*', 'c_1', 'x_1']",sqrt(sin(cos((0.95*x_1))))
2599,-0.19894308,2.2654662,0.85726786,"['max', '*', 'c_1', 'x_1', 'exp', 'x_1']","max((0.06*x_1),exp(x_1))"
2600,0.9045031,1.5387613,-0.217051,"['-', '/', 'abs', 'x_1', 'c_1', 'x_1']",((abs(x_1)/0.64)-x_1)
2601,0.22021887,-2.6473637,0.3364637,"['**', 'x_1', '2', '<PAD>', '<PAD>', '<PAD>']",(x_1**2)
2602,-0.36499628,-2.9708323,0.6429969,"['abs', '*', 'x_1', '+', 'c_1', 'x_1']",abs((x_1*(0.39+x_1)))
2603,-0.57378525,0.016846709,1.071767,"['min', '**', 'c_1', 'x_1', 'x_1', '<PAD>']","min((0.3**x_1),x_1)"
2604,0.06524325,-2.1587682,-0.5732542,"['*', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1*max(0.14,x_1))"
2605,0.4200589,0.5599865,0.05959034,"['*', 'x_1', '+', 'sin', 'x_1', '1']",(x_1*(sin(x_1)+1))
2606,-0.27464116,0.5232997,1.3228496,"['abs', '**', 'c_1', 'asin', 'abs', 'x_1']",abs((0.06**asin(abs(x_1))))
2607,-0.16985518,0.6412271,-0.66546583,"['acos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",acos((0.83*x_1))
2608,0.363365,1.7067869,0.41816884,"['cos', 'min', '*', 'x_1', 'c_1', 'x_1']","cos(min((x_1*0.78),x_1))"
2609,-0.42422062,0.10625205,-0.65550184,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.15,x_1)"
2610,-0.41578,-0.025994048,0.65694666,"['/', 'tan', 'x_1', 'min', 'c_1', 'x_1']","(tan(x_1)/min(0.33,x_1))"
2611,0.24493454,-2.6750557,0.3534308,"['-', 'max', 'c_1', 'x_1', 'sin', 'x_1']","(max(0.59,x_1)-sin(x_1))"
2612,0.320884,0.41992205,-0.623532,"['tan', '+', 'c_1', 'tan', 'x_1', '<PAD>']",tan((0.37+tan(x_1)))
2613,-0.84683174,-1.7310256,-0.369477,"['cos', 'min', '*', 'x_1', 'c_1', 'x_1']","cos(min((x_1*0.77),x_1))"
2614,-0.13655889,-0.9134805,-0.0724704,"['+', 'c_1', 'sin', 'x_1', '<PAD>', '<PAD>']",(0.1+sin(x_1))
2615,0.070828125,0.50185335,2.1848748,"['acos', '*', 'c_1', 'abs', 'x_1', '<PAD>']",acos((0.16*abs(x_1)))
2616,-0.46923298,0.47830895,-1.2096941,"['*', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.42*x_1)
2617,-0.38312393,-0.36999327,-0.2327275,"['*', 'x_1', '+', 'c_1', 'x_1', '<PAD>']",(x_1*(0.43+x_1))
2618,0.4693616,-1.0007267,-0.46178865,"['+', 'c_1', 'abs', 'sin', 'x_1', '<PAD>']",(0.46+abs(sin(x_1)))
2619,-0.9526856,-0.30748802,-0.62918353,"['+', '-', 'c_1', 'x_1', 'cos', 'x_1']",((0.32-x_1)+cos(x_1))
2620,-0.2741505,-0.11233017,0.94798803,"['log', 'acos', 'abs', '*', 'c_1', 'x_1']",log(acos(abs((0.81*x_1))))
2621,-0.15058598,-0.105690196,-1.0640023,"['min', 'sin', 'x_1', '-', 'c_1', 'x_1']","min(sin(x_1),(0.05-x_1))"
2622,-0.6065841,0.5621329,-1.1341202,"['/', 'sqrt', 'exp', 'tan', 'x_1', 'c_1']",(sqrt(exp(tan(x_1)))/0.89)
2623,1.3117235,0.15133722,-0.27274445,"['+', '-', 'c_1', 'x_1', 'exp', 'x_1']",((0.95-x_1)+exp(x_1))
2624,-0.43635362,-0.07407184,-1.7797698,"['min', 'cos', 'x_1', '1', '<PAD>', '<PAD>']","min(cos(x_1),1)"
2625,-0.2002891,-0.38613594,-0.34117013,"['exp', 'abs', '-', 'c_1', 'asin', 'x_1']",exp(abs((0.71-asin(x_1))))
2626,-0.09005481,-0.5791325,-0.7757428,"['+', 'x_1', 'max', 'c_1', 'x_1', '<PAD>']","(x_1+max(0.79,x_1))"
2627,0.010741681,0.54109156,-0.506889,"['**', 'abs', '-', 'c_1', 'x_1', 'x_1']",(abs((0.11-x_1))**x_1)
2628,-1.1830891,-0.10720013,-0.002217412,"['+', 'x_1', 'sqrt', 'max', 'c_1', 'x_1']","(x_1+sqrt(max(0.68,x_1)))"
2629,1.0466422,-0.15976487,-1.128314,"['min', '**', 'c_1', 'x_1', 'asin', 'x_1']","min((0.91**x_1),asin(x_1))"
2630,-0.8665383,0.45934415,1.5049635,"['/', '*', 'x_1', 'exp', 'x_1', 'c_1']",((x_1*exp(x_1))/0.51)
2631,2.5542555,-1.3317018,0.44789723,"['sqrt', 'abs', 'min', 'c_1', 'x_1', '<PAD>']","sqrt(abs(min(0.81,x_1)))"
2632,-2.9394076,-2.1123438,-0.0849147,"['+', '**', 'c_1', 'x_1', 'sin', 'x_1']",((0.33**x_1)+sin(x_1))
2633,-0.63614225,-0.07852565,-0.31784394,"['/', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.37/x_1)
2634,-0.28492528,0.22281918,1.7898998,"['asin', 'sin', '-', 'c_1', 'x_1', '<PAD>']",asin(sin((0.2-x_1)))
2635,-1.2743417,1.6720241,-0.10376693,"['*', 'x_1', '+', 'acos', 'x_1', '1']",(x_1*(acos(x_1)+1))
2636,2.7402472,0.73309225,-0.26982442,"['+', '-', 'c_1', 'x_1', 'asin', 'x_1']",((0.34-x_1)+asin(x_1))
2637,0.6266606,-0.8642401,-0.44939995,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.75,x_1)"
2638,-0.02221023,0.08815467,-0.3788624,"['exp', 'abs', '-', 'c_1', 'asin', 'x_1']",exp(abs((0.62-asin(x_1))))
2639,-0.5490167,0.20400044,-0.44272768,"['abs', 'exp', '-', 'sqrt', 'x_1', 'c_1']",abs(exp((sqrt(x_1)-0.12)))
2640,1.7691408,-0.5904647,0.48420966,"['sin', 'sin', 'log', '**', 'c_1', 'x_1']",sin(sin(log((0.35**x_1))))
2641,-0.033193775,-0.4602993,-0.36395532,"['-', 'asin', 'max', 'c_1', 'x_1', 'x_1']","(asin(max(0.95,x_1))-x_1)"
2642,0.18919647,0.4901142,1.6981747,"['**', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.98**x_1)
2643,0.7196708,1.5566137,-0.31725037,"['**', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.99**x_1)
2644,0.73476225,0.3219457,-0.66348344,"['acos', 'min', 'c_1', 'x_1', '<PAD>', '<PAD>']","acos(min(0.62,x_1))"
2645,-1.1795352,-1.6057293,0.0186003,"['-', 'exp', 'asin', 'x_1', 'c_1', '<PAD>']",(exp(asin(x_1))-0.08)
2646,-0.5206036,0.791739,-0.9176678,"['*', 'x_1', 'cos', '*', '2', 'x_1']",(x_1*cos((2*x_1)))
2647,0.7246258,0.50589347,0.8522202,"['max', '*', 'x_1', '2', 'x_1', '<PAD>']","max((x_1*2),x_1)"
2648,-0.015342921,-0.61315006,0.64865124,"['+', '*', '2', 'x_1', 'asin', 'x_1']",((2*x_1)+asin(x_1))
2649,-1.3170801,-2.0285263,-0.6586954,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.84,x_1)"
2650,-0.9191644,1.4586786,0.3169989,"['cos', 'max', '*', 'x_1', 'c_1', 'x_1']","cos(max((x_1*0.71),x_1))"
2651,-1.0470066,1.4665549,-0.28787166,"['-', 'cos', '**', 'x_1', '2', 'x_1']",(cos((x_1**2))-x_1)
2652,0.013041005,0.46439806,-0.21535529,"['cos', '*', 'c_1', 'sin', 'cos', 'x_1']",cos((0.92*sin(cos(x_1))))
2653,-0.5170261,0.4763875,0.30442664,"['-', 'x_1', 'c_1', '<PAD>', '<PAD>', '<PAD>']",(x_1-0.19)
2654,-0.1135335,0.6995518,-0.24566257,"['abs', 'sin', 'min', 'c_1', 'x_1', '<PAD>']","abs(sin(min(0.42,x_1)))"
2655,-0.35338247,0.2784403,-0.5439713,"['/', 'log', 'acos', 'x_1', 'c_1', '<PAD>']",(log(acos(x_1))/0.42)
2656,-0.16010384,-0.40303785,1.6042109,"['abs', 'sin', '+', 'c_1', 'x_1', '<PAD>']",abs(sin((0.76+x_1)))
2657,-0.091992065,-0.25904283,2.0356646,"['-', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.09-x_1)
2658,0.0736635,-1.0962381,0.8972843,"['*', 'x_1', 'cos', '+', 'c_1', 'x_1']",(x_1*cos((0.49+x_1)))
2659,-0.56699675,-2.4116342,0.12473509,"['-', 'x_1', 'asin', 'min', 'c_1', 'x_1']","(x_1-asin(min(0.15,x_1)))"
2660,0.8794211,0.4771279,-1.1314011,"['min', '**', 'c_1', 'cos', 'x_1', 'x_1']","min((0.3**cos(x_1)),x_1)"
2661,-0.60220677,0.8339387,2.5866022,"['*', 'tan', '-', 'x_1', 'c_1', 'x_1']",(tan((x_1-0.59))*x_1)
2662,0.3580948,0.40150517,0.8055818,"['-', 'x_1', 'sin', '*', '2', 'x_1']",(x_1-sin((2*x_1)))
2663,-0.16959056,0.9366877,-0.93971336,"['**', 'abs', '*', 'c_1', 'x_1', 'x_1']",(abs((0.79*x_1))**x_1)
2664,-0.3436835,-0.89062107,-0.48994067,"['**', 'cos', 'tan', 'x_1', 'c_1', '<PAD>']",(cos(tan(x_1))**0.16)
2665,1.5789474,0.5557447,0.48030275,"['max', '+', 'x_1', 'c_1', 'x_1', '<PAD>']","max((x_1+0.64),x_1)"
2666,-1.1997218,-0.061935194,-0.358331,"['*', '2', 'abs', 'x_1', '<PAD>', '<PAD>']",(2*abs(x_1))
2667,-0.2354579,0.7097618,0.86491,"['max', 'abs', 'x_1', 'max', 'c_1', 'x_1']","max(abs(x_1),max(0.15,x_1))"
2668,-0.86624205,0.62886304,-0.8920483,"['-', 'exp', 'cos', 'x_1', 'c_1', '<PAD>']",(exp(cos(x_1))-0.94)
2669,0.42154706,-0.81045514,0.033125788,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.36+x_1)
2670,0.2686113,0.52803457,-0.8440999,"['tan', '-', 'x_1', '*', 'c_1', 'x_1']",tan((x_1-(0.39*x_1)))
2671,0.36864084,-1.114014,-0.13203454,"['-', '-', 'c_1', 'x_1', 'sin', 'x_1']",((0.18-x_1)-sin(x_1))
2672,-0.8437088,-2.1587868,1.1205958,"['/', 'cos', 'x_1', 'min', 'c_1', 'x_1']","(cos(x_1)/min(0.52,x_1))"
2673,0.7413194,0.4355291,-0.5774319,"['cos', '*', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.6*x_1))
2674,1.0869362,0.0161089,-0.15134573,"['+', 'x_1', 'cos', '+', 'c_1', 'x_1']",(x_1+cos((0.14+x_1)))
2675,-0.04736419,0.94756854,0.11837047,"['-', '**', 'c_1', 'exp', 'x_1', 'x_1']",((0.36**exp(x_1))-x_1)
2676,-0.676678,0.47580636,0.5139351,"['-', 'sin', 'x_1', '*', 'c_1', 'x_1']",(sin(x_1)-(0.81*x_1))
2677,0.11199999,0.16763322,-0.31219044,"['cos', '**', 'c_1', 'x_1', '<PAD>', '<PAD>']",cos((0.8**x_1))
2678,0.04840444,0.8431037,0.3888012,"['tan', '/', 'asin', 'x_1', 'c_1', '<PAD>']",tan((asin(x_1)/0.9))
2679,0.5407753,-0.97458786,-0.63470376,"['/', '**', 'c_1', 'x_1', 'sin', 'x_1']",((0.41**x_1)/sin(x_1))
2680,-0.73639375,2.1614804,-0.3123002,"['**', 'max', 'abs', 'x_1', 'x_1', 'c_1']","(max(abs(x_1),x_1)**0.72)"
2681,0.8880034,0.71399504,0.15923095,"['acos', 'max', 'c_1', 'x_1', '<PAD>', '<PAD>']","acos(max(0.02,x_1))"
2682,0.011995196,-1.2961118,-0.7155419,"['/', 'cos', 'max', 'c_1', 'x_1', 'x_1']","(cos(max(0.01,x_1))/x_1)"
2683,-0.650324,-0.751228,-0.9164456,"['min', 'tan', 'x_1', '*', '2', 'x_1']","min(tan(x_1),(2*x_1))"
2684,0.37137723,0.92190135,-0.6935583,"['*', 'x_1', '+', 'c_1', 'x_1', '<PAD>']",(x_1*(0.91+x_1))
2685,-0.89821804,1.6008536,0.11112942,"['/', '*', 'c_1', 'tan', 'x_1', 'x_1']",((0.16*tan(x_1))/x_1)
2686,-0.8044972,-0.8991951,0.009927481,"['*', '2', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(2*x_1)
2687,0.054866105,-0.0030336082,-0.04958141,"['sqrt', 'max', '**', 'c_1', 'x_1', 'x_1']","sqrt(max((0.2**x_1),x_1))"
2688,-0.42348927,0.32033277,0.11121553,"['sin', 'cos', '/', 'c_1', 'sin', 'x_1']",sin(cos((0.31/sin(x_1))))
2689,1.2227271,0.05120878,-0.121083066,"['*', 'x_1', 'abs', '/', 'c_1', 'x_1']",(x_1*abs((0.53/x_1)))
2690,0.14813545,-0.12293508,0.7213837,"['abs', 'sin', '**', 'x_1', '2', '<PAD>']",abs(sin((x_1**2)))
2691,-0.9813608,0.8699774,-0.023200817,"['min', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","min(0.01,x_1)"
2692,0.33635327,0.55992407,-1.0254633,"['*', '**', 'x_1', '2', 'tan', 'x_1']",((x_1**2)*tan(x_1))
2693,-0.29504424,0.99046105,0.8349378,"['**', 'tan', 'max', 'c_1', 'x_1', 'x_1']","(tan(max(0.32,x_1))**x_1)"
2694,-0.6120741,-0.35230613,-0.5873504,"['max', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']","max(0.16,x_1)"
2695,-1.7394414,-1.8670698,0.16621019,"['*', 'c_1', 'cos', 'cos', 'x_1', '<PAD>']",(0.81*cos(cos(x_1)))
2696,1.1584888,0.5954974,-0.52551913,"['+', '-', 'c_1', 'x_1', 'sin', 'x_1']",((0.72-x_1)+sin(x_1))
2697,0.23692398,1.2090228,0.73267466,"['min', '+', 'c_1', 'tan', 'x_1', 'x_1']","min((0.02+tan(x_1)),x_1)"
2698,-0.0804735,-0.093591444,-0.27247328,"['-', '*', '2', 'x_1', 'cos', 'x_1']",((2*x_1)-cos(x_1))
2699,-2.2572675,0.14823818,0.94766307,"['+', 'c_1', 'x_1', '<PAD>', '<PAD>', '<PAD>']",(0.01+x_1)
