latent_dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,accuracy (individual),learning_rate,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence
4,,0.9732459187507629,-0.01689321845769882,0.9651557922363281,,,1.0,0.008524903735599002,0.07081152941729571,1.0,0.001,1.0,0.0001,0.024505208798596082,0.007860005021447668,0.03360470646136516,852.1650819520693
5,,0.9721457362174988,-0.029320836067199707,0.9576031684875488,,,1.0,0.007002318227613294,0.06581892065099768,1.0,0.001,1.0,0.0001,0.0008450449431436298,0.006758763017510441,0.032617118713018055,892.941803803315
6,,0.9590922594070435,-0.0300256609916687,0.9521649360656739,,,1.0,0.006862559834042111,0.06300850430050411,1.0,0.001,1.0,0.0001,0.0011669361026941112,0.006063896247085083,0.04334982424168973,848.7100120750633
7,,0.9685918688774109,-0.026755249500274657,0.9648688316345215,,,1.0,0.006874884785832585,0.06530435922983531,1.0,0.001,1.0,0.0001,0.000648239642450298,0.006123892472100419,0.034391826874501,1010.561446731155
8,,0.961100161075592,-0.04528459906578064,0.9561712265014648,,,0.9986486486486487,0.009304759309098527,0.0755544610925623,0.9988738738738738,0.001,1.0,0.0001,0.0502029187864045,0.007762928235319418,0.053045464528573526,1171.1962593697212
9,,0.9654350280761719,-0.03132366836071014,0.9601475715637207,,,1.0,0.007287691734932564,0.06633817827379382,1.0,0.001,1.0,0.0001,0.02002974397210228,0.00926864123903215,0.03846104966627585,1276.9986572265625
10,,0.9660230278968811,-0.050017786026000974,0.9494510650634765,,,1.0,0.009600971196148847,0.07714299382390202,1.0,0.001,1.0,0.0001,0.0011025438111942462,0.010335084227089947,0.04839301109313965,1064.245478449641
11,,0.9660871028900146,-0.034307196736335754,0.9525655746459961,,,1.0,0.0060690725171888196,0.06202651358939506,1.0,0.001,1.0,0.0001,0.002474302080470905,0.0063486382038005305,0.041913423989270185,1130.7830818794869
12,,0.9679967761039734,-0.015878313779830934,0.9545700073242187,,,1.0,0.008198788359358503,0.07145731126939928,1.0,0.001,1.0,0.0001,0.006661957985646016,0.0292760291187143,0.03537200351019163,1473.8392993823902
13,,0.951751708984375,-0.016814401745796202,0.9473858833312988,,,0.9986486486486487,0.006698711498363598,0.06603821419380806,0.9997747747747747,0.001,1.0,0.0001,0.0016725929891816958,0.005448494222946465,0.06387961635718474,1190.0296894795185
14,,0.9590266942977905,-0.02432410418987274,0.9422026634216308,,,1.0,0.007893182135917045,0.07083717552391258,1.0,0.001,1.0,0.0001,0.011914509415529776,0.013228961870678374,0.06478059533480052,1119.5231743889885
15,,0.9633335471153259,-0.02134336084127426,0.9484230041503906,,,1.0,0.0075548996796479095,0.06911137555096601,1.0,0.001,1.0,0.0001,0.0009115139378450663,0.010115756640663824,0.059263355828620294,1276.7824245143581
16,,0.962054967880249,-0.02107361555099487,0.9374567031860351,,,1.0,0.005412594047752586,0.05858387818207612,1.0,0.001,1.0,0.0001,0.000654620108361013,0.006915754342854426,0.0715472665992943,1233.5281372070312
1,,0.6836630702018738,0.01997649222612381,0.6732755661010742,,,0.11486486486486487,0.15862936071447423,0.2884399001662796,0.41846846846846847,0.001,1.0,0.0001,2.518145306690319,0.19720215048338915,0.3351859232863864,345.12338174355995
2,,0.9162739515304565,-0.013846488296985626,0.8459085464477539,,,1.0,0.010812126623617637,0.07237284892314189,1.0,0.001,1.0,0.0001,0.03107145393418299,0.00896030236539003,0.14981790491052577,678.104772619299
3,,0.9669498801231384,0.0019554277881979943,0.9559269905090332,,,1.0,0.008497225916063464,0.07294376476390942,1.0,0.001,1.0,0.0001,0.0018098796938067756,0.008580899614891087,0.0464268455634246,748.3957832955025
4,,0.9761140942573547,-0.02761331796646118,0.9609004974365234,,,1.0,0.012049522915401975,0.08816578839276289,1.0,0.001,1.0,0.0001,0.0011284074433796057,0.020256820260672957,0.041462827373195336,968.2857336095861
5,,0.9710866808891296,-0.0550198495388031,0.9632027626037598,,,1.0,0.009183297930537043,0.07526468328527502,1.0,0.001,1.0,0.0001,0.0006517833920387037,0.014512120104218656,0.04307668676247468,938.3188229122677
6,,0.9655866026878357,-0.006755316257476806,0.957781982421875,,,1.0,0.009416544759595717,0.07530920698836042,1.0,0.001,1.0,0.0001,0.0077905383557270004,0.007818791461554734,0.03696085230724232,859.949680637669
7,,0.9648748636245728,-0.05249091982841492,0.9579434394836426,,,1.0,0.00567901070053513,0.05853826677477038,1.0,0.001,1.0,0.0001,0.00074547593666884,0.007881095809106892,0.04334333539009094,976.8560964223501
8,,0.9686474204063416,-0.042839831113815306,0.9591635704040528,,,1.0,0.005879514281814163,0.05991185162518475,1.0,0.001,1.0,0.0001,0.03795490246773477,0.037411673258788684,0.060773352513442166,1252.6681304106842
9,,0.965998113155365,-0.01994287371635437,0.9584531784057617,,,1.0,0.01071789973490947,0.08138176170555321,1.0,0.001,1.0,0.0001,0.01173852239296409,0.005232615541112986,0.03808172812332978,1132.429633063239
10,,0.9638770818710327,-0.026472193002700806,0.9541672706604004,,,1.0,0.0076336821994265995,0.06721820315799197,1.0,0.001,1.0,0.0001,0.0004251695295351965,0.01022064931866889,0.051494951989199664,1156.796041952597
11,,0.9734156131744385,-0.02087266892194748,0.9510429382324219,,,1.0,0.007831429146431588,0.07025026372961096,1.0,0.001,1.0,0.0001,0.4038241372217198,0.02183417317684035,0.03878511125976975,1426.6237776472763
12,,0.9572941064834595,-0.022867032885551454,0.9519039154052734,,,1.0,0.008105359206328521,0.07151188206028294,1.0,0.001,1.0,0.0001,0.008902891635787799,0.02806188230327255,0.053119887371320985,1367.3461782094594
13,,0.9592178463935852,-0.032616665959358214,0.946589469909668,,,1.0,0.00886121891640328,0.0755890872027423,1.0,0.001,1.0,0.0001,0.01699426737524993,0.013976959322856084,0.04974578361253481,1232.4136055611275
14,,0.9394951462745667,-0.025703999400138854,0.9290796279907226,,,1.0,0.006819317791913007,0.0656321654448638,1.0,0.001,1.0,0.0001,0.00020034329855735523,0.006348717372512093,0.06125904659967165,1002.8382634343328
15,,0.9535886645317078,-0.0372014194726944,0.9440450668334961,,,0.9972972972972973,0.007254384659432076,0.06676489340292441,0.9984234234234234,0.001,1.0,0.0001,0.00215701735457109,0.008520160033996846,0.04674127697944641,1293.6274710990288
16,,0.9559882879257202,-0.032304969429969785,0.9438074111938477,,,1.0,0.00782594616348679,0.06674153095967061,1.0,0.001,1.0,0.0001,0.005629341622303351,0.007854190157927774,0.05563007899232813,1234.4196785591744
1,,0.7198604345321655,0.010584013909101487,0.6493862628936767,,,0.22567567567567567,0.4221452042863176,0.49616921914590373,0.49752252252252255,0.001,1.0,0.0001,2.3147824906014107,0.4609709688135096,0.33871590768968735,405.1800244305585
2,,0.8923695683479309,-0.025569412112236022,0.8259730339050293,,,1.0,0.00647113645398939,0.06183031443003062,1.0,0.001,1.0,0.0001,0.02167767198202578,0.010749562920348064,0.1648513263947255,664.2149200439453
3,,0.9434544444084167,-0.013222110271453858,0.899561595916748,,,1.0,0.008916888365874419,0.07306186572925465,1.0,0.001,1.0,0.0001,0.0011406642058588929,0.013182322733809013,0.1298202815893534,696.4555796030405
4,,0.9716039299964905,-0.01054726392030716,0.9578731536865235,,,1.0,0.0063327750644168335,0.06475966170027449,1.0,0.001,1.0,0.0001,0.0002918196939414908,0.009623122709878796,0.04514004974751859,885.8707473342483
5,,0.9746113419532776,-0.015332135558128356,0.9639609336853028,,,0.9986486486486487,0.00999023978774612,0.07770404300174198,0.9993243243243243,0.001,1.0,0.0001,0.0009478741850781827,0.008189954222305803,0.03238316564946561,902.8024044552365
6,,0.9642825722694397,-0.0396892637014389,0.9592029571533203,,,1.0,0.006730585484891324,0.06351168864482158,1.0,0.001,1.0,0.0001,0.005636504162818735,0.011936545170642235,0.043083269048381494,874.0396489323797
7,,0.9688711166381836,-0.027251601219177246,0.9629276275634766,,,1.0,0.00785289004042342,0.06936666127797719,1.0,0.001,1.0,0.0001,0.0012604371037825233,0.012346283444581,0.04032709630759987,1067.3751393911
8,,0.9576003551483154,-0.005440116673707962,0.943177318572998,,,1.0,0.007768605206463788,0.07031215977024388,1.0,0.001,1.0,0.0001,0.001678091540344286,0.0063722637305791315,0.04664094383652146,902.9986918681377
9,,0.9613807797431946,-0.036521679162979125,0.952367115020752,,,1.0,0.008073931126981168,0.0706949182458826,1.0,0.001,1.0,0.0001,0.00072696459352989,0.006462260196614708,0.04555956576321576,1073.4030695734798
10,,0.961452305316925,-0.022453413903713228,0.953807258605957,,,1.0,0.007874725960396432,0.07018308897276182,1.0,0.001,1.0,0.0001,0.026896391437952156,0.007354781094535782,0.05304351368465939,1160.228963491079
11,,0.9588947892189026,-0.007556489855051041,0.9550724029541016,,,1.0,0.010360117860742517,0.07859572848758183,1.0,0.001,1.0,0.0001,0.001095399839549508,0.01195400081121841,0.046430962311254965,1128.1743625950169
12,,0.9530944228172302,-0.03510981798171997,0.9431814193725586,,,0.9986486486486487,0.008474739177806957,0.0717980668351457,0.9997747747747747,0.001,1.0,0.0001,0.00023660863166082276,0.008698586456326617,0.061969648341874815,1083.5622088458088
13,,0.9535007476806641,-0.04142078757286072,0.9454888343811035,,,0.9986486486486487,0.009516137355082744,0.07503024951831715,0.9988738738738738,0.001,1.0,0.0001,0.0007010483861105624,0.004965104876916755,0.049324105720262267,1268.993434596706
14,,0.9545999765396118,-0.0438173770904541,0.9476404190063477,,,1.0,0.008645552557867926,0.07256414568102038,1.0,0.001,1.0,0.0001,0.0035545665557799875,0.009429308076112254,0.05182301998138428,1392.9968608134502
15,,0.9475609660148621,-0.05045415759086609,0.9408846855163574,,,1.0,0.009939592593425028,0.07790929433461782,1.0,0.001,1.0,0.0001,0.0005084557985933439,0.01029165108008562,0.06917915553660006,1157.8472430254963
16,,0.9657268524169922,-0.020354604721069335,0.9421756744384766,,,1.0,0.007414146371789881,0.0667309013572899,1.0,0.001,1.0,0.0001,0.002708473894263325,0.006851128044513029,0.04481479122832015,1157.8693262048669
1,,0.74972003698349,-0.0008183615282177925,0.6567897796630859,,,0.14189189189189189,0.048493782249656885,0.1460357666015625,0.45022522522522523,0.001,1.0,0.0001,2.323164994652207,0.07340317612161508,0.3784231350228593,480.49355006862334
2,,0.8903163075447083,-0.03507637977600098,0.8204591751098633,,,0.9986486486486487,0.0071341282612568625,0.06479891184214,0.9986486486486487,0.001,1.0,0.0001,0.019938831859444443,0.012334656423410854,0.18500078932659045,660.1094818115234
3,,0.9581935405731201,-0.013914097845554353,0.9494095802307129,,,1.0,0.006965393633455844,0.0653804469752956,1.0,0.001,1.0,0.0001,0.0017642686542711926,0.00863989131097254,0.050888065550778364,737.8087413890942
4,,0.9709750413894653,-0.0165083646774292,0.9617258071899414,,,1.0,0.007281969689034127,0.06705741366824589,1.0,0.001,1.0,0.0001,0.0001767373783336921,0.008760727098765405,0.0339746225524593,780.2491677773966
5,,0.9726390242576599,-0.028739571571350098,0.9647212982177734,,,0.9986486486486487,0.010090193232974491,0.07505491102063978,0.9986486486486487,0.001,1.0,0.0001,0.0027104015766904136,0.017350663909235516,0.035922553088213946,958.2482885412268
6,,0.9751688241958618,-0.025753548741340636,0.9613783836364747,,,1.0,0.010974490964734877,0.07982857162887985,1.0,0.001,1.0,0.0001,0.0014817016287230905,0.01187374717178377,0.05215879308210837,1073.1646736763619
7,,0.9702199697494507,-0.022586750984191894,0.9592648506164551,,,1.0,0.005300182265204352,0.05722261377283045,1.0,0.001,1.0,0.0001,0.0031152960535208067,0.01024286392321055,0.04767194068109667,1123.8361882390202
8,,0.9666010141372681,-0.02448292076587677,0.9578213691711426,,,1.0,0.006866726359805546,0.06500001340299039,1.0,0.001,1.0,0.0001,0.0023730710458334512,0.010444759982763915,0.04570079574713836,1006.4826899348078
9,,0.9671057462692261,-0.01372559517621994,0.9557427406311035,,,1.0,0.005313488921603641,0.05807900299897065,1.0,0.001,1.0,0.0001,0.10511037224047892,0.011459966655820608,0.056307830520578334,1091.9350289009712
10,,0.9529010653495789,-0.04549414813518524,0.9438532829284668,,,1.0,0.009880290804682551,0.0801319019214527,1.0,0.001,1.0,0.0001,0.0007452608761259644,0.010895894896994168,0.05475718588442416,1121.7418856234165
11,,0.9670966267585754,-0.03508345484733581,0.9523502349853515,,,1.0,0.005514917502532134,0.05806951780576964,1.0,0.001,1.0,0.0001,0.0003770279029079058,0.008587152653096898,0.049214786774403343,1136.8625430545292
12,,0.9620603322982788,-0.036701104044914244,0.9481940269470215,,,1.0,0.008777597143843368,0.07278132052034945,1.0,0.001,1.0,0.0001,0.007290119610548277,0.007758669504845464,0.052853244381981926,1436.2510540936444
13,,0.9573994874954224,-0.022327762842178345,0.943930721282959,,,1.0,0.009539522995819916,0.07784880560797613,1.0,0.001,1.0,0.0001,0.00044657027866698036,0.013222805614507682,0.044778708670590375,1223.9960137444573
14,,0.9592779874801636,-0.035862645506858824,0.9416967391967773,,,1.0,0.007683938258403056,0.07084120673102301,1.0,0.001,1.0,0.0001,0.00017847036621781848,0.00789168368823625,0.05757804174680967,1091.1044954866977
15,,0.9496381282806396,-0.039763572812080386,0.9385066032409668,,,1.0,0.0077941340369147225,0.07041040884481894,1.0,0.001,1.0,0.0001,0.015057329607008944,0.010611060818002836,0.06011625238367029,1223.9780322925465
16,,0.9483415484428406,-0.02182302623987198,0.9426024436950684,,,1.0,0.006055987847817911,0.06107189075366871,1.0,0.001,1.0,0.0001,0.006292407585754739,0.011766069795231562,0.05963496259740881,1298.6898968670819
1,,0.8203134536743164,0.016794876754283906,0.7182487487792969,,,0.1608108108108108,0.1391321646200644,0.23881157539986275,0.4346846846846847,0.001,1.0,0.0001,2.6869094017389656,0.3173936893408363,0.3406165483835581,474.4845160406989
2,,0.9354158043861389,-0.017696109414100648,0.9050069808959961,,,1.0,0.006990465602359257,0.059709853094977304,1.0,0.001,1.0,0.0001,0.013849952358853173,0.014974913308145228,0.09577028896357562,653.9228956892683
3,,0.952825665473938,-0.02983343303203583,0.932273006439209,,,1.0,0.009167662826744286,0.07425897443616712,1.0,0.001,1.0,0.0001,0.002500778208077709,0.010542118500263707,0.07911842336525789,705.0867895177893
4,,0.9769957661628723,-0.026020029187202455,0.9642617225646972,,,1.0,0.01131045625016496,0.08330420932254276,1.0,0.001,1.0,0.0001,0.0010575850791536977,0.010593938578322932,0.030599541760779714,821.8153034931904
5,,0.9723283648490906,-0.04035715162754059,0.9681951522827148,,,1.0,0.005780181369265994,0.058531364234718115,1.0,0.001,1.0,0.0001,0.0010069626700282537,0.008940392331144697,0.031100790242891054,983.7064613136085
6,,0.9716144800186157,-0.05389890670776367,0.9642885208129883,,,1.0,0.009724484907614218,0.07690375044539167,1.0,0.001,1.0,0.0001,0.0001740213370008073,0.008420422843128845,0.03045514225959778,1018.2433265479835
7,,0.9675699472427368,-0.017158308625221254,0.965331745147705,,,1.0,0.00784141695177233,0.06919761863914696,1.0,0.001,1.0,0.0001,0.03662495103177404,0.014176519084218386,0.03281383176107664,1089.5034616831188
8,,0.9660778641700745,-0.027263611555099487,0.9536513328552246,,,1.0,0.006956002518937394,0.06601880047772382,1.0,0.001,1.0,0.0001,0.2189534075394575,0.05852724339913677,0.05947512066042101,1425.180716849662
9,,0.9622089862823486,-0.034618282318115236,0.9515460014343262,,,1.0,0.00819238263207513,0.07007138020283467,1.0,0.001,1.0,0.0001,0.001961790941537844,0.008348935736796341,0.050410634762532006,1140.8167361697635
10,,0.9579084515571594,-0.034815773367881775,0.9512219429016113,,,1.0,0.01088550026352341,0.08078029735668285,1.0,0.001,1.0,0.0001,0.002032009960104817,0.008298167669390505,0.05054421038241,1069.003634066195
