latent_dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,accuracy (individual),learning_rate,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence
11,,0.9672642350196838,-0.028556054830551146,0.9501119613647461,,,1.0,0.005323364927962019,0.058212465853304474,1.0,0.001,1.0,0.0001,0.0016291962261626345,0.005323364764351297,0.03298888818637745,1126.0703949799408
12,,0.9584032893180847,-0.024793778359889985,0.9517303466796875,,,1.0,0.009888369328266866,0.07826798928750528,1.0,0.001,1.0,0.0001,0.006247436775132932,0.011610894841519562,0.04509375546429608,1278.4234874828442
13,,0.9609182476997375,-0.02199937552213669,0.9495644569396973,,,1.0,0.010182465733708563,0.07788358121304899,1.0,0.001,1.0,0.0001,0.03668944342624289,0.011468054827403379,0.04285707264333158,1272.8281134528083
14,,0.956196665763855,-0.02673877775669098,0.9415966033935547,,,1.0,0.006945929656157622,0.06590750926249736,1.0,0.001,1.0,0.0001,0.0013819383985055785,0.0077892093591996146,0.05139898126189773,1168.5917498614338
15,,0.9515291452407837,-0.03893463015556335,0.9391576766967773,,,1.0,0.007498196653417639,0.0679103438918655,1.0,0.001,1.0,0.0001,0.001364492254959112,0.0066756654367152906,0.05452769269814362,1132.220495275549
16,,0.9474661946296692,-0.05546374917030335,0.9396858215332031,,,1.0,0.009609455031317634,0.07826606131888725,1.0,0.001,1.0,0.0001,0.0017788352911215829,0.013064104547673787,0.06296894115370673,1183.1801774308487
1,,0.8736504912376404,-0.006079579889774323,0.8383814811706543,,,0.27837837837837837,0.41938756994298987,0.49598256703969595,0.543018018018018,0.001,1.0,0.0001,2.117246266957876,0.5213811764040509,0.20286996541796504,405.635152043523
2,,0.8419000506401062,-0.012223687767982484,0.801322078704834,,,1.0,0.006071986378850164,0.06121777714909734,1.0,0.001,1.0,0.0001,0.015024877946219733,0.006373304294774661,0.23036145036284988,581.8164887299408
3,,0.9337013959884644,0.010515276342630386,0.9197407722473144,,,1.0,0.007579364003361883,0.06811197641733531,1.0,0.001,1.0,0.0001,0.005224134725820576,0.013791850642175288,0.0783516676039309,642.4275100295608
4,,0.9760543704032898,-0.0032137248665094374,0.9657812118530273,,,1.0,0.007067998679908546,0.06622129904257285,1.0,0.001,1.0,0.0001,0.0012789929798502173,0.007221330693495032,0.03608034591417055,796.5849444415119
5,,0.9709845781326294,-0.011237993836402893,0.9548848152160645,,,1.0,0.008332057901330896,0.07222839561668602,1.0,0.001,1.0,0.0001,0.0005888129015983321,0.00971033060419801,0.04331131803022849,868.3043600546347
6,,0.9726027250289917,-0.022152724862098693,0.9599955558776856,,,1.0,0.007878040623020482,0.06990789980501742,1.0,0.001,1.0,0.0001,0.0008779410660232266,0.006058062244257009,0.03402634810756992,1022.1428890743771
7,,0.9659683704376221,-0.03127462863922119,0.9588527679443359,,,0.9986486486486487,0.005523092682297165,0.058496928859401394,0.9990990990990991,0.001,1.0,0.0001,0.0049380142315655845,0.007117120121177789,0.04388514563844011,898.4182640281883
8,,0.9657191634178162,-0.052447390556335446,0.953884506225586,,,1.0,0.009191571699606405,0.07437043061127534,1.0,0.001,1.0,0.0001,0.006443404205964651,0.011217943216497833,0.042093612857767054,1062.1915844066723
9,,0.9608246684074402,-0.042953485250473024,0.9557870864868164,,,1.0,0.008520363472603463,0.0731110650139886,1.0,0.001,1.0,0.0001,0.0006196809058196408,0.012678450124489295,0.04499671829713357,1061.0066074680637
10,,0.9524615406990051,-0.015024113655090331,0.9502246856689454,,,1.0,0.0061558517249854835,0.06139233563397382,1.0,0.001,1.0,0.0001,0.004734538710869635,0.007361478832978252,0.05727983890353022,1048.231102195946
11,,0.9600481390953064,-0.026777207851409912,0.946716594696045,,,1.0,0.007140463107341045,0.0663552206915778,1.0,0.001,1.0,0.0001,0.000788821364998561,0.00853118408672713,0.05301450152654905,1016.521936365076
12,,0.9659126400947571,-0.02242482453584671,0.9505593299865722,,,1.0,0.007809896726866026,0.069492092648068,1.0,0.001,1.0,0.0001,0.07531838623706151,0.00779225244312673,0.04406338124661832,1260.2800672376477
13,,0.9603399634361267,-0.021915249526500702,0.9500261306762695,,,0.9986486486486487,0.009143558708397118,0.07614637838827597,0.9993243243243243,0.001,1.0,0.0001,0.0017793355352320784,0.012402195886180207,0.05939415661064354,1142.9288511533996
14,,0.9570268392562866,-0.02786621153354645,0.9458488464355469,,,1.0,0.01133495923635122,0.08452114414524388,1.0,0.001,1.0,0.0001,0.00169999364994215,0.006930760164568956,0.05720324129671664,1211.7384214658996
15,,0.9541419744491577,-0.022606447339057922,0.9436363220214844,,,1.0,0.010239787359495421,0.08217185767921241,1.0,0.001,1.0,0.0001,0.016041465314506117,0.010070534586604382,0.058182394987828026,1130.9915532292546
16,,0.9338606595993042,-0.04753326773643494,0.9316052436828614,,,1.0,0.006755644566303975,0.06516482894485061,1.0,0.001,1.0,0.0001,0.0009180917474647711,0.008614445860321457,0.07171153216748624,1055.1771644386085
1,,0.7931504845619202,0.0027100563049316405,0.624871015548706,,,0.17432432432432432,0.24706202326594173,0.3288744746027766,0.4754504504504504,0.001,1.0,0.0001,2.353592070373329,0.2977948854299816,0.3560688060683173,491.1642971554318
2,,0.9149945974349976,-0.0015309150330722332,0.884336280822754,,,1.0,0.009441806174613335,0.07149771613043708,1.0,0.001,1.0,0.0001,0.4915752239726685,0.13235060326956413,0.1106056538788048,701.9161492425043
3,,0.9562712907791138,-0.011784423887729645,0.9250335693359375,,,1.0,0.010890924608385241,0.08048535939809438,1.0,0.001,1.0,0.0001,0.001444948423611365,0.022141170813827903,0.06827232241630554,692.8965016957876
4,,0.9654933214187622,-0.03829517662525177,0.962685489654541,,,1.0,0.005672685520069019,0.05959164387470967,1.0,0.001,1.0,0.0001,0.008087756274058798,0.006477435676355821,0.042037979976550954,751.8244554674303
5,,0.9687834978103638,-0.042593064904212954,0.9652187347412109,,,1.0,0.005885200887113004,0.06024594693570524,1.0,0.001,1.0,0.0001,0.003746810689335689,0.02912482005116102,0.03844914645762057,1008.7591000118771
6,,0.9713125228881836,-0.04455036222934723,0.9632717132568359,,,1.0,0.0065085179096943625,0.06315272563212626,1.0,0.001,1.0,0.0001,0.0027400631643595755,0.010968615647052994,0.03797247200398832,921.6429525839316
7,,0.9717892408370972,-0.027416011691093443,0.959627342224121,,,1.0,0.0076944003234038485,0.06937080589500634,1.0,0.001,1.0,0.0001,0.00131235636965013,0.015261214050288135,0.036274740824828275,931.3837445233319
8,,0.959500253200531,-0.02537638247013092,0.9523117065429687,,,1.0,0.0050545660225120755,0.05542981946790541,1.0,0.001,1.0,0.0001,0.0018283835487071319,0.0104593805326904,0.05353060203629571,932.8875988109692
9,,0.9640997052192688,-0.031219875812530516,0.9517539024353028,,,1.0,0.006551943598566828,0.06462611636599978,1.0,0.001,1.0,0.0001,0.0004912235725331246,0.008379008407024918,0.04443938667709763,1035.0420606458508
10,,0.9558206796646118,-0.05417572855949402,0.9506781578063965,,,1.0,0.008909079835221574,0.07442276413376267,1.0,0.001,1.0,0.0001,0.0003264552628135445,0.008148692749642037,0.04588040226214641,1030.1417261072106
11,,0.961318850517273,-0.02441462278366089,0.9473001480102539,,,1.0,0.010392826312297099,0.07980766296386718,1.0,0.001,1.0,0.0001,0.0012256775835585605,0.009197509551823541,0.05126222404273781,1015.1190672178526
12,,0.9679602384567261,-0.02870141565799713,0.9480024337768554,,,1.0,0.00823644174111856,0.06858656599714949,1.0,0.001,1.0,0.0001,0.0028535467863917263,0.006304758261083751,0.04777695439957284,1183.604441874736
13,,0.9562602639198303,-0.029685160517692565,0.9499175071716308,,,1.0,0.010590938619665197,0.08108329772949219,1.0,0.001,1.0,0.0001,0.008638757920625966,0.01673274061869125,0.04942830913775676,1132.5722483042125
14,,0.957503616809845,-0.003958854824304581,0.948060131072998,,,1.0,0.012463670163541227,0.08971196767446157,1.0,0.001,1.0,0.0001,0.007872565785972355,0.010214276574048642,0.05438346476168246,1145.295993289432
15,,0.9544326663017273,-0.02046070247888565,0.9459775924682617,,,1.0,0.00830698399930387,0.07285104184537321,1.0,0.001,1.0,0.0001,0.003803403011162929,0.015675126486835448,0.05049825197941548,1255.654672158731
16,,0.9495065212249756,-0.02896881103515625,0.9420978546142578,,,1.0,0.00647157333992623,0.06296674367543813,1.0,0.001,1.0,0.0001,0.003455952595293245,0.00850257437953071,0.05540000425802695,1189.3494147223396
