latent dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individual),accuracy equations,constant MSE,average distance constants,weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence,correlations_dis_train,learning_rate
4,,0.943780243396759,-0.06302348375320435,0.5248552799224854,,1.0,1.0,0.009427298726262273,0.05594788628655511,1.0,0,0.03866187451923316,0.4665681957896497,0.4460917107156805,18014.470993454393,,0.01
4,,0.9686968326568604,-0.016248565912246705,0.8085664749145508,,1.0,1.0,0.0049296134227030984,0.05171812418344859,1.0,1e-05,0.008790186855696595,0.03847946254284801,0.17004083217801275,1611.3919826198269,,0.01
4,,0.8428486585617065,-0.022546903789043428,0.7375457763671875,,1.0,1.0,0.014152931522678684,0.09549341975031672,1.0,0.0001,0.0053028406361369665,0.0684636147390749,0.24136476581161087,807.7582892340582,,0.01
4,,0.7967655658721924,0.007043677568435669,0.663713026046753,,0.9943693693693694,0.9932432432432432,0.039622894493309226,0.15675147804054054,1.0,0.001,0.03923709689312287,0.040415145406449166,0.3322598080377321,477.7228591506546,,0.01
4,,0.5749557614326477,-0.029934260249137878,0.5279532432556152,,0.3448198198198198,0.0891891891891892,0.33529331104175464,0.4615304070550042,1.0,0.01,3.218110703133248,0.2831081987635509,0.3815794579080633,133.81571362469649,,0.01
4,,0.2516208589076996,-0.0472741961479187,0.22688837051391603,,0.2711711711711712,0.02837837837837838,4.284916728251689,1.670951224662162,1.0,0.1,3.6322558506115064,4.6619398336152775,0.7935548336119265,22.88237579448803,,0.01
4,,0.06481509655714035,-0.038916373252868654,0.04625791609287262,,0.33918918918918917,0.022972972972972974,7.895972339527027,2.4172910948057433,1.0,1.0,3.6254428721762992,8.046156548164987,0.9616941801599554,0.00025205515526436473,,0.01
4,,0.09338731318712234,-0.05277857184410095,0.03437654674053192,,0.3076576576576577,0.01891891891891892,8.154344383445945,2.454433791701858,1.0,10.0,3.625771348540847,8.16151322545232,0.9656204959830722,3.242814863050306e-05,,0.01
4,,0.9080467820167542,0.008580759167671204,0.72755126953125,,1.0,1.0,0.01672349878259607,0.07001755688641523,1.0,0,0.00488813195654468,0.013087066771412218,0.19728986717559197,36974.49625211149,,0.01
4,,0.8001194000244141,,,,1.0,1.0,0.01436690768680057,0.09627373154098923,1.0,1e-05,,,,,,0.01
4,,0.9483156800270081,,,,1.0,1.0,0.013650868390057538,0.09092815502269848,1.0,0.0001,,,,,,0.01
4,,0.6902910470962524,-0.008895580470561982,0.6160346984863281,,1.0,1.0,0.04300930693342879,0.15778941592654666,1.0,0.001,0.0901851673686021,0.03470726542778917,0.3934595496267886,439.7811658704603,,0.01
4,,0.6191628575325012,-0.0392066091299057,0.48061070442199705,,0.3484234234234234,0.07567567567567568,0.30226960053315033,0.4358153472075591,1.0,0.01,3.1708408465256563,0.2935773452391496,0.5502457973119375,128.80535424722208,,0.01
4,,0.11972082406282425,-0.05112103819847107,0.11780047416687012,,0.284009009009009,0.024324324324324326,1.9554464804159628,1.1216332512932854,1.0,0.1,3.6229413296725297,2.3689308633675448,0.8996549071492376,30.684834196760846,,0.01
4,,0.10207697749137878,-0.043297874927520755,0.051875907182693484,,0.3227477477477477,0.014864864864864866,8.094400601773648,2.447193867451436,1.0,1.0,3.6310000548491606,8.095475860544154,0.945365538468232,6.190828374914222e-05,,0.01
4,,0.11441996693611145,-0.051830625534057616,0.043822094798088074,,0.29954954954954954,0.021621621621621623,8.462510557432433,2.507981418918919,1.0,10.0,3.6230286488661894,8.462003566123343,0.9639613145106548,3.537616214236698e-05,,0.01
4,,0.902696967124939,-0.0054461855441331865,0.7327157497406006,,1.0,1.0,0.005127668058550036,0.05420586869523332,1.0,0,0.002129667462164385,0.010299869599072514,0.3258971169188216,28194.82809860642,,0.01
4,,0.9433335661888123,,,,0.9986486486486487,0.9986486486486487,0.010697215312236065,0.07672268120018212,1.0,1e-05,,,,,,0.01
4,,0.9614657163619995,-0.009364856034517288,0.8451004981994629,,1.0,1.0,0.01591023625554265,0.09956199027396537,1.0,0.0001,0.10649735606401353,0.027211248723639024,0.1279412725487271,1145.9415283203125,,0.01
4,,0.7654129266738892,-0.04726792871952057,0.7002839088439942,,0.9891891891891892,0.9797297297297297,0.039210066924224025,0.15836090912690035,1.0,0.001,0.07555940591201589,0.06245656407161339,0.30939132539001674,514.3844175596495,,0.01
4,,0.5944483876228333,-0.03953913152217865,0.5081081867218018,,0.3752252252252252,0.08243243243243244,0.2809176470782306,0.4189394564241976,1.0,0.01,3.1966875276050053,0.3754883106495883,0.4556085781471149,128.48414807706266,,0.01
4,,0.1701207458972931,-0.04709583222866058,0.08042452931404113,,0.25675675675675674,0.02027027027027027,2.037647804054054,1.157623291015625,1.0,0.1,3.6376326631855322,2.323359526492454,0.9339131358507518,31.292789923178184,,0.01
4,,0.09467674791812897,-0.04523041844367981,0.059458619356155394,,0.2786036036036036,0.024324324324324326,8.421754909206081,2.521925147804054,1.0,1.0,3.621857823552312,8.417804956436157,0.9442445233061507,0.00026679522282368426,,0.01
4,,0.10965330898761749,-0.041480430960655214,0.04406656622886658,,0.2795045045045045,0.01891891891891892,7.627359586148649,2.3716866158150336,1.0,10.0,3.625895716048576,7.724890837798247,0.9370306714161022,0.00010760249318303288,,0.01
4,,0.9271690249443054,-0.012562669813632965,0.7482547760009766,,1.0,1.0,0.017915301709561734,0.1173216742438239,1.0,0,0.001340298487480755,0.011759436003410735,0.24228194194871025,19547.613360430743,,0.01
4,,0.8840537667274475,,,,1.0,1.0,0.009075904536891628,0.07528136485331767,1.0,1e-05,,,,,,0.01
4,,0.91473788022995,0.0165948361158371,0.8102462768554688,,1.0,1.0,0.015223968351209486,0.09265654280379011,1.0,0.0001,0.003759015496266452,0.015004129671315486,0.1823032441976908,987.8886636270059,,0.01
4,,0.7847375273704529,-0.012736859917640685,0.6862818241119385,,0.9905405405405405,0.9864864864864865,0.041528423412426095,0.1624634613861909,1.0,0.001,0.5904941333306802,0.04237666924962321,0.29469936038996725,524.7812343288113,,0.01
4,,0.5893495082855225,-0.03519586324691772,0.46857261657714844,,0.3493243243243243,0.07567567567567568,0.2627299334551837,0.4099177180109797,1.0,0.01,3.406374631701289,0.3830469576893626,0.49216016804849777,107.47588595828495,,0.01
4,,0.10840222984552383,-0.05673909783363342,0.1206084132194519,,0.30855855855855857,0.01891891891891892,1.9154570708403715,1.1063019623627535,1.0,0.1,3.6246630017821855,2.1732998023162016,0.8860507124179119,30.62006494161245,,0.01
4,,0.10239603370428085,-0.040572014451026914,0.07358700633049012,,0.2572072072072072,0.022972972972972974,7.986135451858108,2.446957809860642,1.0,1.0,3.6291129331330994,7.985640616030307,0.9329338887253323,0.00019899493939167746,,0.01
4,,0.1103844940662384,-0.04060281217098236,0.05341948270797729,,0.28445945945945944,0.02027027027027027,8.497909628378379,2.5334746489653717,1.0,10.0,3.626602556254413,8.519798427014738,0.9363272359242311,1.4740067559319573e-05,,0.01
4,,0.9472149014472961,0.017738860845565797,0.8633814811706543,,1.0,1.0,0.005239490560583166,0.05306131002065298,1.0,0,0.10788949334842933,0.00716950002164152,0.11325021853318086,87106.98342483108,,0.01
4,,0.9478994607925415,-0.025793632864952086,0.8610788345336914,,1.0,1.0,0.005105765445812329,0.04997856037036793,1.0,1e-05,0.015009871995504442,0.014801795518881566,0.16923186102428953,2162.8875451990075,,0.01
4,,0.9352211356163025,-0.03469603061676026,0.5208492279052734,,1.0,1.0,0.02464231284889015,0.11800891773120777,1.0,0.0001,0.009570707579621592,0.09896489585170874,0.38922997100933177,827.2110183303421,,0.01
4,,0.7221712470054626,-0.009243572503328324,0.6924515247344971,,0.9981981981981982,0.9972972972972973,0.04114003052582612,0.15692235585805533,1.0,0.001,0.2082315057113364,0.03249081405433449,0.3230552053129351,420.2597627382021,,0.01
