latent dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,learning_rate,accuracy (individual),weight,kl_weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,correlations_dis_train
4,,0.6407752633094788,-0.02924836575984955,0.6076220512390137,,,0.4945945945945946,0.0025696772175866204,0.040543587143356735,1e-05,0.793018018018018,1.0,10.0,1.6121947137085166,0.0025846973105610625,0.38994406687246785,0.7623788118362427
4,,0.9573832750320435,-0.002297530323266983,0.9230290412902832,,,1.0,0.0051011033960290855,0.06329033310348924,0.0001,1.0,1.0,10.0,0.0017227647461097789,0.0021306940455090356,0.08463368303066976,1.1479783058166504
4,,0.992239236831665,-0.008144637942314148,0.9838752746582031,,,1.0,0.0007055305145882272,0.020214410730310387,0.001,1.0,1.0,10.0,0.000694508836671515,0.0013715899620217748,0.015235542445569425,1.2311729192733765
4,,0.8637916445732117,-0.021942497789859773,0.7279802799224854,,,1.0,0.0099178172446586,0.07142537091229413,0.01,1.0,1.0,10.0,0.0012824276621088487,0.021834949560060695,0.21683185003899239,0.9404640793800354
4,,0.9482958316802979,-0.03573537766933441,0.9780645370483398,,,0.02837837837837838,7.952367504222973,2.4343436576224664,0.1,0.31261261261261264,1.0,10.0,3.999511905618616,8.249390653661779,0.024285285859494597,1.2140251398086548
4,,0.6108561754226685,-0.05808566808700562,0.5937894821166992,,,0.5432432432432432,0.0033144879985500027,0.043413626181112754,1e-05,0.7281531531531531,1.0,10.0,1.4600188409959949,0.003277386469464447,0.41979589494499,0.7383970022201538
4,,0.7714449167251587,-0.025375741720199584,0.6952801704406738,,,1.0,0.007106880239538245,0.06960181158942146,0.0001,1.0,1.0,10.0,0.03282462027729363,0.005900975115395881,0.34900711758716685,0.8522949814796448
4,,0.9878796339035034,-0.01211910992860794,0.9818933486938477,,,1.0,0.000630669658248489,0.019109194987529034,0.001,1.0,1.0,10.0,0.00107117036296168,0.0008795201350506899,0.014105751707747177,1.230207920074463
4,,0.9465914964675903,-0.025448697805404662,0.826082420349121,,,1.0,0.0072964210768003725,0.04816387279613598,0.01,1.0,1.0,10.0,0.0004392757874557975,0.018107567589755194,0.14243109081242536,1.060115098953247
4,,0.9945269823074341,-0.01267051100730896,0.9955699920654297,,,0.031081081081081083,8.146876319679054,2.4517719990498312,0.1,0.2905405405405405,1.0,10.0,3.6957991413168005,8.235285862072095,0.002313240154369457,1.2419192790985107
4,,0.6022999286651611,-0.040813103318214417,0.5629307746887207,,,0.6905405405405406,0.005769973187833219,0.05109999373152449,1e-05,0.8441441441441442,1.0,10.0,1.1438307343302547,0.005769973123647474,0.39929381012916565,0.6280832290649414
4,,0.8206110596656799,0.03642357885837555,0.79374680519104,,,1.0,0.001886066230567726,0.03232560544400602,0.0001,1.0,1.0,10.0,0.030428949365946086,0.010946308753478367,0.22470554870528145,0.9890651702880859
4,,0.9906356334686279,-0.020548495650291442,0.984158992767334,,,1.0,0.0008707652220854888,0.022545363451983477,0.001,1.0,1.0,10.0,0.00044401728715653206,0.0035343602043261904,0.020324046547348436,1.2319085597991943
4,,0.9046849608421326,-0.019023992121219635,0.7982363224029541,,,1.0,0.032932461919011294,0.07855042638005437,0.01,1.0,1.0,10.0,0.0010028474856438618,0.011988613106360709,0.21252740396035685,1.0464287996292114
4,,0.9477921724319458,-0.014521512389183044,0.9136259078979492,,,0.02972972972972973,8.483301441089527,2.5025205869932434,0.1,0.2833333333333333,1.0,10.0,3.9240339768899455,8.672072745658255,0.08111685997730977,1.1286003589630127
4,,0.5770315527915955,-0.06058316230773926,0.5310997486114502,,,0.6756756756756757,0.003685123211628682,0.051048155088682434,1e-05,0.7871621621621622,1.0,10.0,1.2667116973851178,0.00426532542081298,0.431039417917664,0.6590649485588074
4,,0.9260106682777405,-0.0026622647419571877,0.8913652420043945,,,1.0,0.0023489599292342727,0.035523177481986384,0.0001,1.0,1.0,10.0,0.003676986774882755,0.00672720793659824,0.1227169165740142,1.0812867879867554
4,,0.988534688949585,-0.027095237374305726,0.9849802017211914,,,1.0,0.0007215883280779864,0.020666368587596996,0.001,1.0,1.0,10.0,0.00042012478838473355,0.006524173737931493,0.014744310765653043,1.2313474416732788
4,,0.9408436417579651,-0.04252420365810394,0.7695504665374756,,,1.0,0.0034371736887338997,0.04049830307831635,0.01,1.0,1.0,10.0,0.06610991993314914,0.14552686851773713,0.3232662307249533,0.8966768980026245
4,,0.9658930897712708,0.01332320123910904,0.8593900680541993,,,0.025675675675675677,8.568208931587838,2.5479089685388514,0.1,0.28896396396396395,1.0,10.0,283.80712581325224,43.373652896365606,0.11688704667864619,1.11014723777771
4,,0.6308801174163818,-0.10918631553649902,0.5846405982971191,,,0.6635135135135135,0.004365118774207863,0.050963004859718115,1e-05,0.8497747747747748,1.0,10.0,1.165872045465418,0.0037856308516819735,0.4627968676992365,0.7044211626052856
4,,0.9350851774215698,-0.020637813210487365,0.9102815628051758,,,1.0,0.0012264150219994622,0.026692395596890836,0.0001,1.0,1.0,10.0,0.003922118168210963,0.0012046018846622493,0.0927304842987576,1.1520650386810303
4,,0.9878626465797424,-0.016074255108833313,0.9770033836364747,,,1.0,0.000739914581582353,0.018322462648958773,0.001,1.0,1.0,10.0,0.0002985922310963852,0.0009258581393058537,0.021528978605528135,1.229034185409546
4,,0.9131234884262085,0.005083338916301727,0.7770249366760253,,,1.0,0.016410505449449695,0.0749434909305057,0.01,1.0,1.0,10.0,0.0010760973555325355,0.027473055477556144,0.24425550328718648,0.919904887676239
4,,,,,,,0.031081081081081083,,,0.1,0.3421171171171171,1.0,10.0,,,,
