latent dims,correlation_cor,correlation_dis,correlation_cor last 10 epochs,correlation_dis last 10 epochs,recovered equations,accuracy (individualt),accuracy equations,constant MSE,average distance constants,accuracy (individual),learning_rate,weight,test_reconstruction_loss,test_constant_loss,test_latent_correlation_loss,test_kl_divergence
4,-0.08717558532953262,0.4279369115829468,-0.10888029336929321,0.4689218997955322,66,,0.625,0.08360206286112468,0.2297181447347005,0.8944444444444445,0.01,0.0001,0.9058377842108408,0.08360206335783005,0.5451314200957617,0.0717689407368501
8,-0.0645940974354744,0.6326572895050049,-0.06255820989608765,0.6966036796569824,68,,0.8333333333333334,0.02748177448908488,0.12938653628031413,0.9652777777777778,0.01,0.0001,0.2717543287823598,0.027481775575627882,0.3126480331023534,0.14920050775011381
16,-0.12039607018232346,0.4978770911693573,-0.09243500828742982,0.6027686595916748,71,,0.8916666666666667,0.022260093688964845,0.09877353509267171,0.9736111111111111,0.01,0.0001,0.6088146331409613,0.022260093440612156,0.41891078154246014,0.17840593929092088
32,-0.09541132301092148,0.5103267431259155,-0.10838152170181274,0.6081153392791748,43,,0.775,0.01015625,0.08066908518473308,0.9444444444444444,0.01,0.0001,0.6015435829758644,0.010156249317030111,0.4967130422592163,0.19994506364067396
64,-0.13667529821395874,0.7485125660896301,-0.10790760517120361,0.8138986587524414,70,,0.9166666666666666,0.03973594903945923,0.1572219689687093,0.9805555555555555,0.01,0.0001,0.08845190176119407,0.03973595052957535,0.16211519638697305,0.21781921635071436
128,-0.22106222808361053,0.5853424072265625,-0.239226770401001,0.58277268409729,24,,0.875,0.015115525325139363,0.1002540667851766,0.975,0.01,0.0001,0.13916843850165606,0.015115525651102265,0.40226315955320996,0.19444450115164122
2,-0.017025990411639214,0.5576364994049072,-0.01209091693162918,0.5154345512390137,98,,0.03333333333333333,0.08412548700968424,0.24527099927266438,0.6333333333333333,0.01,0.0001,1.2887403269608815,0.08412548402945201,0.4538722236951192,0.051328991229335465
4,-0.09398374706506729,0.6212425231933594,-0.08315832614898681,0.5620321273803711,75,,0.5166666666666667,0.07913007736206054,0.2284995396931966,0.875,0.01,0.0001,0.6547838499148687,0.07913007773458958,0.3842349449793498,0.06786524473379056
8,-0.10070603340864182,0.5660814046859741,-0.07741064429283143,0.6972748279571533,93,,0.6916666666666667,0.023532915115356445,0.11576017538706461,0.9388888888888889,0.01,0.0001,0.31530739925801754,0.02353291492909193,0.31511058906714123,0.1194249006609122
16,-0.1040651798248291,0.9104148745536804,-0.1013498306274414,0.8544979095458984,77,,0.8416666666666667,0.015697195132573446,0.1004749059677124,0.9652777777777778,0.01,0.0001,0.13889982799688974,0.01569719604837398,0.07162389159202576,0.15786734595894814
32,-0.1048453152179718,0.7022330164909363,-0.12319748401641846,0.6231159210205078,69,,0.9416666666666667,0.010375431180000306,0.08209789594014485,0.9875,0.01,0.0001,0.08315945168336232,0.010375430574640632,0.25477370123068493,0.15893964717785516
64,-0.11825134605169296,0.8431680798530579,-0.11669348478317261,0.824516487121582,71,,0.9,0.01904639005661011,0.1004539410273234,0.9791666666666666,0.01,0.0001,0.07366732352723677,0.0190463881008327,0.09766483306884766,0.24879804129401842
128,-0.18764036893844604,0.39499422907829285,-0.2007842779159546,0.3665968656539917,56,,0.8583333333333333,0.013089804848035177,0.0930632750193278,0.9694444444444444,0.01,0.0001,0.11094877558449905,0.01308980560861528,0.538638561964035,0.19959365079800287
